"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested"
"SLC51A",-0.8948,0.00049885310273597,0.00604282010791049,0.069,0.433,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC25A17",-0.894,0.00951430586876903,0.0470811939586462,0.069,0.314,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PHF5A",-0.8932,0.00395404813352803,0.0256718782664419,0.034,0.293,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PI4KB",-0.8931,0.001791581345746,0.0147527068171343,0.138,0.502,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EPHA1",-0.8924,0.000586698697722609,0.0068684435910121,0.138,0.547,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EFEMP1",0.8923,0.00830402544435361,0.0428549952172608,0.69,0.662,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRG4",-0.891,8.96590796004957e-05,0.0015850877146939,0.345,0.82,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MCEE",-0.8898,0.0060067685753096,0.0343347022988478,0.069,0.335,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FOXN3",-0.8898,0.000831666958712317,0.00878238740992984,0.103,0.478,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ITIH2",-0.8896,1.95627283251303e-11,3.01093403898256e-09,0.966,0.984,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RAB5IF",-0.8892,0.0011073073783945,0.0105757834926673,0.31,0.765,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DCAF12",-0.8863,0.0085135317542076,0.043469373371895,0.034,0.261,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CYP2D6",-0.8849,2.73851485689134e-07,1.15569743920261e-05,0.862,0.971,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"IFRD1",-0.8843,0.00827842258916481,0.0427798907739554,0.069,0.322,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HAL",-0.8826,0.00255892829005665,0.0189136606523537,0.207,0.568,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PCBD1",-0.882,0.000135066434395666,0.00216478606797097,0.483,0.867,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HLA-DPB1",0.8803,1.01401097934358e-05,0.000263340915876177,0.862,0.85,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HLA-A",0.8796,6.11125529775788e-08,3.23525235734441e-06,0.966,0.983,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CFHR5",-0.8792,0.00217587812227099,0.0168686966131024,0.241,0.615,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GPX3",0.8788,2.23755273156434e-07,9.71710659276034e-06,0.966,0.98,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RETSAT",-0.8787,0.00190621596984394,0.0153962129928757,0.207,0.602,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FRK",-0.8775,0.000817484002486994,0.00871261463343063,0.034,0.354,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACOT12",-0.8774,0.00190797709265811,0.0153962129928757,0.138,0.492,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATG13",-0.8768,0.00132384080887793,0.0119545452163213,0.103,0.442,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HIGD1A",-0.8755,0.000247135201892242,0.00346955811862003,0.345,0.792,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C9orf3",-0.8731,0.000204977724945141,0.0030004152017844,0.172,0.622,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HMGCL",-0.8717,0.000363288599281455,0.00469404750627124,0.448,0.886,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NR5A2",-0.8701,0.0020888365654899,0.0163657940820484,0.069,0.381,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACADSB",-0.8698,0.000381571414533053,0.00487015417622309,0.276,0.734,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ANGPTL4",-0.8698,0.00134283982646736,0.0120741436115713,0.345,0.776,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"COX6A1",-0.869,1.40191399456672e-06,4.77929376779653e-05,0.724,0.977,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPLP2",0.8682,2.23501971703417e-11,3.29460793781403e-09,1,0.989,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"C6",-0.8679,3.81318209460762e-05,0.000799774825694657,0.448,0.886,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL7A",0.8673,2.18796633282092e-10,2.1808814894575e-08,0.966,0.987,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MYL9",0.8658,9.2234397817285e-06,0.000241936142244538,0.862,0.946,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DBI",-0.8649,3.03468632145274e-06,9.45268661914416e-05,0.759,0.955,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TPMT",-0.8647,0.000884741337642835,0.00908769002972885,0.172,0.592,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PRKDC",-0.8639,0.000977729252127656,0.0096810921029026,0.103,0.47,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ABCB1",-0.8633,0.000431833525180717,0.00539662006684653,0.138,0.538,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SULT1C2",-0.8625,0.00614556650999898,0.0349562495074181,0.034,0.275,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"NUP98",-0.8618,0.0017051429177796,0.0143456798854351,0.138,0.487,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TF",-0.8617,4.1413577759591e-09,2.91286821703558e-07,0.966,0.991,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"PREP",-0.8611,0.00511068604405141,0.030652401224666,0.034,0.283,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GATM",-0.861,1.50378180883148e-07,6.92494836656817e-06,0.931,0.981,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AC009403.1",-0.8588,0.00908178671702865,0.0454349807745803,0.034,0.258,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ERRFI1",-0.8585,5.83937700298232e-05,0.00112758154452422,0.483,0.904,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AC115619.1",-0.8583,0.00222791794634092,0.0171957147687346,0.172,0.555,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"APOC1",-0.8577,1.71113862761809e-17,3.12142078091199e-14,1,0.997,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ARV1",-0.8572,0.00778327406691935,0.0410098340362274,0.069,0.324,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"HDGF",-0.8565,3.60013242101916e-05,0.00076119163471488,0.207,0.754,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FASTKD5",-0.8562,0.00659890867866342,0.0368145939397076,0.034,0.272,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CGREF1",-0.8558,0.00912181207787549,0.0455916357244722,0.069,0.317,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAM168B",-0.8555,0.00361589961990129,0.0241232553171772,0.103,0.416,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL35",0.8554,1.21859328021933e-09,9.9639041177934e-08,0.966,0.989,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"TLE1",-0.8549,0.000354414422022977,0.00459640810519513,0.207,0.656,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MARVELD2",-0.8549,0.00269507922735307,0.0195067076026814,0.103,0.428,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FAF1",-0.8531,0.00746718285809011,0.0398092748132322,0.103,0.375,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"EPHX1",-0.8505,9.30672735266459e-08,4.66048844368362e-06,0.931,0.985,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GADD45G",-0.8492,0.000344731880515401,0.00450604103742713,0.414,0.844,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GSN",0.8484,0.00313789443097946,0.0217060165992274,0.793,0.842,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GFPT1",-0.8481,0.000523287287828378,0.00625911400504207,0.138,0.531,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CHCHD7",-0.8475,0.00267250732251797,0.0193835492983181,0.103,0.436,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ATP5S",-0.8475,0.00213088795853372,0.0165689995349286,0.034,0.318,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ACAA2",-0.8474,0.000227407746741226,0.0032648140979337,0.586,0.909,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GPS1",0.8473,0.00873132979547207,0.0441246246448145,0.69,0.76,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GLUD1",-0.8472,5.61010750849577e-05,0.00109543629074471,0.414,0.908,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SLC29A4",-0.8467,0.000435203561730824,0.00542889210616783,0.103,0.505,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"MYO1B",-0.8461,0.0003161142536361,0.00420922618136822,0.31,0.81,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"SIAH2",-0.8438,0.000845642799286816,0.00885526558148521,0.103,0.457,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ADGRA3",-0.8434,0.00477249635334473,0.0291035532986833,0.345,0.685,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"DDT",-0.8431,5.17290967836085e-09,3.54137387166854e-07,0.931,0.983,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CTIF",-0.8425,0.00695729480029247,0.0380036781732051,0.138,0.43,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"OGFOD3",-0.8424,0.0017930565845029,0.014753247023119,0.069,0.387,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"AC087482.1",-0.841,0.00212296089014185,0.0165196347035127,0.069,0.378,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GLYAT",-0.841,0.00817506506749038,0.0424405907720011,0.276,0.588,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ANPEP",-0.8402,4.07922123568111e-05,0.000847085901838066,0.655,0.935,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"RPL8",0.8398,5.5262175702815e-09,3.70752519811322e-07,1,0.988,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"GLB1",-0.8397,0.000649178369982904,0.00738510958721855,0.207,0.629,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"ALB",-0.8396,1.75316148083041e-09,1.36929761629635e-07,1,1,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"FASN",-0.8396,3.31652453268896e-05,0.000718648980520137,0.552,0.91,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"CAPRIN1",-0.8377,0.000129411490187446,0.00209380970213703,0.103,0.544,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
"INHBE",-0.8376,0.000457872240713526,0.00563791366820453,0.207,0.623,"HCC-1L_normalized","ROI 1","Rest","wilcox","Spatial",0.25,0.05,0.05,29,2762,TRUE,FALSE,2,2160
