"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested","Moran_I","Moran_padj","Moran_neglog10_padj","spatial_class"
"ZAP70",2.0783,5.88451181876579e-08,1.64009933981418e-06,0.415,0.125,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0553941860924816,0.000315856181772308,3.50051061890154,"Weakly structured"
"TUBB2A",-2.0773,0.00102430106493577,0.00885996181455258,0.073,0.31,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.208564685609983,1.84117437698965e-38,37.7349050776676,"Weakly structured"
"MBOAT1",-2.0763,2.25010557768275e-05,0.000348493954664594,0.098,0.439,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0743969375733949,2.30835724820682e-06,5.63669697761403,"Weakly structured"
"IL4I1",2.07,6.58455810225025e-10,2.74385185023086e-08,0.439,0.117,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.218543136934331,2.89797980472001e-42,41.5379046453415,"Weakly structured"
"MUC12",-2.0673,1.02693650502038e-19,4.23793506733088e-17,1,1,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.783747136769486,0,516.059568520405,"Spatially structured"
"TMEM238L",-2.0669,1.57873723545175e-05,0.000254031656831418,0.122,0.469,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.080009839002799,4.14113550316366e-07,6.38288055860328,"Weakly structured"
"CD48",2.0646,0.000102647740737076,0.00129632038227978,0.341,0.145,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.127763847003456,1.3363808998683e-15,14.8740697401134,"Weakly structured"
"PALD1",2.0646,5.61155237057992e-06,0.000101827786491956,0.268,0.074,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0888025813124533,1.93267100357141e-08,7.71384206914479,"Weakly structured"
"C5AR1",2.0588,1.16026210266633e-06,2.47800218354097e-05,0.341,0.106,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0607146895067836,8.89388542527786e-05,4.05090846961275,"Weakly structured"
"SPINK4",-2.0575,6.06433395348409e-11,3.00701644445434e-09,0.902,0.988,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.815171377662128,0,557.873279159399,"Spatially structured"
"ITGB2-AS1",2.0555,0.00394284628217411,0.0265757810789533,0.146,0.047,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0464607044537705,0.00192778465168797,2.71494148174393,"Weakly structured"
"PI3",-2.0549,2.14953300917702e-14,1.97834358175552e-12,0.902,0.988,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.731786149727863,0,450.332345675074,"Spatially structured"
"SLC6A14",-2.0533,5.89637585608192e-10,2.50605768527761e-08,0.293,0.778,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.409899664886955,5.91002848897733e-143,142.22841042562,"Spatially structured"
"SGO2",2.0527,0.000190756442910833,0.00218277922554408,0.171,0.044,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.101396069559407,1.50475993193575e-10,9.8225327815,"Weakly structured"
"CCL2",2.0504,4.31483206138984e-15,4.67793614926782e-13,0.927,0.624,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.246381485479416,6.6560810938129e-53,52.1767813954942,"Weakly structured"
"TTC22",-2.0495,2.5831828759884e-05,0.000392478129839901,0.122,0.465,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.276171658402365,5.73916149683097e-66,65.2411515542745,"Weakly structured"
"AMIGO2",2.0491,0.000791143113210231,0.00715777499808945,0.146,0.039,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0405949489636662,0.00583109310234183,2.23425002434632,"Weakly structured"
"PLEKHG6",-2.0491,9.4626750955044e-05,0.0012129859969618,0.122,0.42,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0962380830478857,1.5029604280064e-09,8.82305245396047,"Weakly structured"
"ST3GAL4",-2.0477,1.5160774306307e-10,7.05279220729402e-09,0.415,0.792,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.380582388632005,1.77590138928848e-123,122.750581153015,"Spatially structured"
"AOC1",-2.0456,1.5095145725162e-13,1.15636047462274e-11,0.707,0.936,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.649118171256622,0,354.605063803117,"Spatially structured"
"PDE1B",2.0443,0.00383386724604133,0.0260100129604372,0.122,0.035,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0386748291638701,0.00810802066150095,2.09108515327399,"Weakly structured"
"TMC8",2.0361,3.66839222678742e-08,1.08885711733855e-06,0.561,0.251,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.165911076991485,5.15881873121559e-25,24.2874497319476,"Weakly structured"
"MCM8",2.0332,0.000349803819735572,0.00360309200151141,0.268,0.101,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.112168599551812,1.97516686106248e-12,11.7043962095172,"Weakly structured"
"SDK1",2.0276,0.00019397646522233,0.0022117120495448,0.171,0.044,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.00920939023715979,0.27618930553554,0.558793141966013,"Not structured"
"MALL",-2.0269,9.18206313187062e-13,6.18242808663268e-11,0.707,0.936,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.6954471904224,0,406.663852106437,"Spatially structured"
"AGR3",-2.0217,2.06019277584685e-11,1.07575698699628e-09,0.366,0.826,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.374637434320477,1.01872095122779e-119,118.991944761959,"Spatially structured"
"HOXB13",-2.0202,3.5463363697102e-09,1.29623660507722e-07,0.341,0.757,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.438231237282878,4.67962720292557e-163,162.329788743114,"Spatially structured"
"TENT5A",-2.014,0.000224735073666956,0.00251070279577704,0.098,0.377,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.103850732502728,7.58907018799487e-11,10.1198114305551,"Weakly structured"
"MMP12",2.0128,1.92326508397924e-19,7.45585764222618e-17,0.951,0.431,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.524339877386534,6.02924879408862e-233,232.219736794809,"Spatially structured"
"CCDC28B",2.0112,0.00136355373731958,0.0113198851145551,0.171,0.054,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0151138809426134,0.170481640513556,0.768322384137609,"Not structured"
"TMEM154",2.0112,0.000564603726178634,0.00542672837641117,0.171,0.049,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0316151875445493,0.024634735746838,1.60845209197668,"Weakly structured"
"ZNF736",2.0112,0.00029444191379276,0.00312597128892181,0.244,0.086,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0273010176616738,0.0448095219580175,1.34862968925149,"Weakly structured"
"MFSD4A",-2.0072,0.000303739319169456,0.00321400918952428,0.122,0.392,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.223863391140267,5.27887024761076e-44,43.2774590126418,"Weakly structured"
"BCAT1",2.0052,4.94583880532241e-05,0.000690743622669101,0.22,0.06,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0639747437295285,3.75133920906749e-05,4.42581366366437,"Weakly structured"
"SPHK1",2.0043,0.00100196018415608,0.00871385223379251,0.244,0.092,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.161610140269049,5.03961305316053e-24,23.2976028078657,"Weakly structured"
"ADAT1",2.0011,0.00423667815292362,0.0279668852478596,0.195,0.077,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0409692269850919,0.0056478125570012,2.24811972534345,"Weakly structured"
"LRRC26",-1.9988,8.52699107056802e-05,0.00111298100832265,0.122,0.431,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.202178755622685,3.18633801143874e-36,35.4967081554915,"Weakly structured"
"KIAA0513",-1.997,0.00313057724559659,0.0222497081682873,0.049,0.249,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.033511710859278,0.0192617667599011,1.71530388030155,"Weakly structured"
"GGT6",-1.996,8.12498703312965e-10,3.32086131357277e-08,0.39,0.782,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.460436552125626,8.69093338679523e-180,179.060933578791,"Spatially structured"
"KLF4",-1.9935,3.33802179753762e-10,1.46244222109242e-08,0.488,0.812,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.45888409330235,1.28202833656152e-178,177.892102375538,"Spatially structured"
"PCBP1-AS1",-1.9929,0.00339830994093304,0.0237047868453415,0.049,0.247,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0433066326035659,0.00380161731001411,2.42003160354479,"Weakly structured"
"MMP19",1.9925,1.36806813095018e-05,0.000223521016593175,0.268,0.078,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0608589904565118,8.43127916988146e-05,4.07410653044328,"Weakly structured"
"TNFRSF18",1.9913,1.49354956707597e-05,0.000241554735924183,0.341,0.123,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0386453098022898,0.00851114060825903,2.07001223466524,"Weakly structured"
"MAP7D3",1.9875,7.28423677755817e-06,0.000128221297405404,0.244,0.063,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.059606096673608,0.000113421137311498,3.94530600221285,"Weakly structured"
"CYP3A5",-1.987,8.02849347068573e-07,1.77389493904115e-05,0.195,0.588,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.182237802329154,9.2980657436746e-30,29.0316073873835,"Weakly structured"
"CLEC2D",1.9868,8.19230980023871e-05,0.00107601867838248,0.341,0.136,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0250373017586206,0.0597067036345342,1.22397690525182,"Not structured"
"AC009133.1",-1.9861,3.12543812914039e-05,0.00046117335624098,0.195,0.502,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.14560352586886,1.19278942919265e-19,18.9234362183676,"Weakly structured"
"MYO1G",1.9856,3.7282151723465e-05,0.000538927194348348,0.366,0.153,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0614319740475237,7.6050513086611e-05,4.11889785156585,"Weakly structured"
"SNAI1",1.9852,0.000185912454609404,0.00213882916530405,0.244,0.081,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0598069305794074,0.000108968879265159,3.9626975157585,"Weakly structured"
"CCDC80",1.9844,0.000208518116047653,0.00235235648906316,0.268,0.096,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0736447735792042,2.66487308409535e-06,5.57432346963537,"Weakly structured"
"CD7",1.9838,2.65468049938862e-10,1.17921276488468e-08,0.585,0.201,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0653423570940753,2.83220355121655e-05,4.54787553700157,"Weakly structured"
"BCL2L15",-1.9798,1.37629518642254e-06,2.89112386205312e-05,0.195,0.571,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.143876080213747,3.20734991746477e-19,18.4938536565561,"Weakly structured"
"CD79B",1.9787,2.95231198272438e-07,7.13968377977183e-06,0.415,0.136,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0712445077298317,5.54063509548314e-06,5.25644045139876,"Weakly structured"
"LILRA5",1.9787,0.00391707045799489,0.0264159632942165,0.122,0.035,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.054252565748766,0.000369660831800732,3.43219656358424,"Weakly structured"
"ZNF286A",1.9787,0.000584061687377225,0.00557188752171278,0.171,0.049,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0329282717656762,0.0204497038002605,1.68931297806466,"Weakly structured"
"WNT4",-1.9786,0.00200259203705269,0.0156214389817165,0.073,0.292,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.138152934785324,6.93646538268669e-18,17.1588617767844,"Weakly structured"
"ABCC6",-1.9765,0.00471588656467883,0.0305389969161844,0.049,0.237,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0560319123066751,0.000278152884422388,3.55571643210197,"Weakly structured"
"TMC4",-1.9741,5.56417041481977e-08,1.58183182481754e-06,0.195,0.653,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.155451986651037,3.81953141626346e-22,21.4179899134793,"Weakly structured"
"ANKS4B",-1.9724,2.62210813926326e-05,0.000397448215943067,0.122,0.459,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0962445405287243,1.50454178670199e-09,8.82259574578892,"Weakly structured"
"IGHGP",1.9714,6.51321117622807e-12,3.71979957935204e-10,0.854,0.466,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.466697768990511,5.46937768600648e-185,184.262062085533,"Spatially structured"
"PRSS12",-1.9692,0.000750221096257819,0.00685051997460833,0.049,0.298,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0776121056510644,8.68027270687191e-07,6.06146663044226,"Weakly structured"
"HLA-DOA",1.9662,4.18421285994602e-09,1.49104833195792e-07,0.439,0.123,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0859668384917431,5.52040107710575e-08,7.25802936805955,"Weakly structured"
"SLC6A8",-1.9653,1.65478586903361e-08,5.29241890563673e-07,0.488,0.795,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.526246491101818,3.07444795206743e-234,233.512232854814,"Spatially structured"
"MMP25-AS1",1.9651,1.71399486820234e-05,0.000273249275795257,0.268,0.079,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0272361162251706,0.0451027077629302,1.34579738425955,"Weakly structured"
"IKZF3",1.9633,0.000847543787989989,0.00755057637866012,0.341,0.167,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0891386247535462,1.88874491278488e-08,7.7238266923961,"Weakly structured"
"C19orf33",-1.9596,2.24922693512153e-17,4.9610965829327e-15,0.902,0.972,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.631053710798637,0,335.571905456008,"Spatially structured"
"SYTL4",-1.9557,0.00414252707514648,0.0275122735547297,0.049,0.241,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0213137441877232,0.092185458642422,1.03533757926538,"Not structured"
"GSN",-1.9554,3.02857724148297e-13,2.2267004971432e-11,1,0.985,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.754725539970325,0,478.662272755347,"Spatially structured"
"AC239799.2",1.9549,0.00225080400329197,0.0171600331430955,0.146,0.044,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0798125585488308,3.5436064698793e-07,6.45055451405629,"Weakly structured"
"CD2",1.9533,4.66896511670384e-06,8.6190578265501e-05,0.415,0.167,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.063574617050241,4.4324065474478e-05,4.35336041226525,"Weakly structured"
"TMEM158",1.952,8.50627940003287e-12,4.7313405375922e-10,0.756,0.32,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.171904616923582,1.00474882340971e-26,25.9979424937072,"Weakly structured"
"SMPD3",-1.952,5.11972422390103e-05,0.000710375618181843,0.146,0.463,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.201441845287261,5.78775023997545e-36,35.2374902183513,"Weakly structured"
"RASEF",-1.9498,4.58575782547626e-05,0.000649695221400997,0.049,0.372,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0648742159304408,3.25233241326436e-05,4.48780507258948,"Weakly structured"
"FRK",-1.9473,0.00058115798371033,0.00556077343725224,0.049,0.305,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0357556654887381,0.0138036962317334,1.86000460648962,"Weakly structured"
"PTGER4",-1.9473,0.000262753377074872,0.00285590820129043,0.098,0.374,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0603883973570545,0.000100514239394886,3.99777240936222,"Weakly structured"
"HNRNPA1L2",1.947,0.00638516375242175,0.0384945334046803,0.122,0.037,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0482903851482401,0.00135037995882483,2.86954401609488,"Weakly structured"
"NEO1",-1.9422,1.71592707110338e-06,3.5122968033001e-05,0.171,0.56,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0597930455331679,0.000116590437137036,3.93333706937917,"Weakly structured"
"MYH10",1.9408,0.00202868551517368,0.0157741166162139,0.171,0.056,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0346565919189211,0.0157500170932176,1.80271897054193,"Weakly structured"
"COL12A1",1.9351,2.26747448370812e-12,1.40134304686367e-10,0.756,0.32,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.355179550382786,4.57048087989439e-108,107.340038103541,"Spatially structured"
"TPK1",-1.9346,0.000600703085277745,0.00568401965233594,0.049,0.304,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0384729161102321,0.00888631072737941,2.0512785048666,"Weakly structured"
"WLS",-1.9331,3.18621316285936e-06,6.09285874326753e-05,0.146,0.533,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.122807891165314,1.75451329309288e-14,13.7558433369983,"Weakly structured"
"SLC11A1",1.9314,1.29116546247009e-05,0.000212039534805903,0.244,0.065,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0666676703987948,1.83639576248962e-05,4.7360337180458,"Weakly structured"
"SPDEF",-1.9185,8.53462338125945e-05,0.00111298100832265,0.122,0.438,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.25304503893083,1.09634563769372e-55,54.9600525070936,"Weakly structured"
"DUOX2",-1.918,1.09232515347571e-15,1.35671026101114e-13,0.976,0.996,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.700653249604616,0,412.941222710196,"Spatially structured"
"AP003774.2",1.9178,0.000778551939597543,0.00708393667373497,0.244,0.092,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.242817338488264,8.01343803331757e-52,51.0961811170551,"Weakly structured"
"FADS1",1.916,6.91436043814604e-05,0.000924298987306189,0.293,0.102,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0953703139863984,1.87470729296682e-09,8.72706653112176,"Weakly structured"
"NOSTRIN",-1.9066,0.000282811804827957,0.00303771189786633,0.122,0.395,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0878003325922258,3.15081228654625e-08,7.50157746967446,"Weakly structured"
"FXYD6",1.9038,0.000596733320620319,0.00565482175607092,0.195,0.061,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.015980949328921,0.157136206990147,0.803723734219827,"Not structured"
"TMEM132A",1.8977,6.62803153037887e-09,2.29168668562532e-07,0.488,0.158,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.138505399655055,5.28410199820164e-18,17.2770288078575,"Weakly structured"
"PPP1R16B",1.8969,9.62365543411369e-05,0.00122747182421352,0.268,0.091,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0659510763320672,2.30189698129395e-05,4.6379141166127,"Weakly structured"
"DHRS3",-1.895,1.74451550702091e-08,5.53786274970683e-07,0.268,0.705,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.201544247236049,5.490670181883e-36,35.2603746430672,"Weakly structured"
"SLC35A3",-1.8945,6.01416703371721e-10,2.54765691597167e-08,0.366,0.782,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.221445883105892,4.49977481530538e-43,42.3468092193174,"Weakly structured"
"ABHD3",-1.8944,5.19172422489119e-05,0.000718029491989546,0.22,0.512,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.247806124194361,1.76301248862045e-53,52.7537446112856,"Weakly structured"
"SCNN1A",-1.8942,1.58959222768527e-11,8.43803044347621e-10,0.537,0.868,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.371454492615104,9.67075204400145e-118,117.014539751785,"Spatially structured"
"SLC40A1",-1.893,8.61320109525597e-10,3.5091936818984e-08,0.634,0.881,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.590811210214426,1.00668651665575e-294,293.997105748197,"Spatially structured"
"PTGDS",1.8915,3.55489456543976e-08,1.06008778964268e-06,0.61,0.29,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.145766761308975,1.0304643312075e-19,18.9869670364203,"Weakly structured"
"ITM2C",-1.8895,1.31211094424194e-16,2.29942949447769e-14,0.976,0.999,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.762630413110113,0,488.771759995769,"Spatially structured"
"MXI1",-1.8892,0.000192237446432981,0.0021977601896489,0.171,0.446,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.178404143287479,1.32590423042646e-28,27.8774878437287,"Weakly structured"
"HBA2",1.8869,8.6075747228763e-16,1.1122899336339e-13,1,0.682,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.421402791211791,4.60610283665714e-151,150.336666370129,"Spatially structured"
"SYTL3",1.8856,0.00201920884674925,0.0157127364820335,0.146,0.043,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0214742112356256,0.0890265221018903,1.05048059238215,"Not structured"
"ANKRD44",1.8856,2.11102267803259e-05,0.000330554628152642,0.293,0.093,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.000712313384170811,0.47356687901068,0.324618679523942,"Not structured"
"QTRT2",1.8856,2.93036165064894e-05,0.000434896944277864,0.317,0.11,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0696019403793282,8.70095161547903e-06,5.06043324637558,"Weakly structured"
"SNX10",1.8856,3.78739733504489e-05,0.000545632591297627,0.293,0.097,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.0489980890961849,0.00123235551906144,2.90926398560241,"Weakly structured"
"CIP2A",1.8856,0.00651323328145736,0.0391191518167531,0.122,0.037,"Example_Visium","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,41,1212,TRUE,FALSE,2,12793,0.019864463410715,0.105874412688366,0.97520898579379,"Not structured"
