"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested","Moran_I","Moran_padj","Moran_neglog10_padj","spatial_class"
"NBPF1",-3.6537,0.00238050629755582,0.0234576361403522,0,0.056,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00478698914791375,0.700081406482693,0.154851456656292,"Not structured"
"HIRA",-2.9619,0.00416689763039838,0.0359156797390475,0.006,0.061,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00732716101752951,0.239594885552461,0.620522456733689,"Not structured"
"SLC22A9",-2.7058,0.000152350427122562,0.00255155188369764,0.013,0.107,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0220063107399596,0.0130948311621121,1.88290009676802,"Weakly structured"
"CCL18",2.5907,6.39910128824215e-13,5.10254491953216e-11,0.166,0.043,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0666781956314942,1.57273035446275e-12,11.8033457310367,"Weakly structured"
"IGLC7",2.5761,7.55753814608898e-05,0.00140145689485435,0.134,0.059,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.120886032613186,1.09963398817066e-37,36.9587518451774,"Weakly structured"
"ZNF521",2.5132,1.00667491885772e-05,0.000241555375205534,0.051,0.011,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00320495377871634,0.383737762395213,0.415965461179838,"Not structured"
"CCR7",2.4437,5.01752634150231e-08,1.926358446519e-06,0.108,0.03,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0447753594633096,1.73026333251118e-06,5.76188779562645,"Weakly structured"
"SIDT1",2.4418,3.73028277751992e-09,1.6739442108992e-07,0.076,0.014,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00656007190314615,0.760136922447172,0.119108171788566,"Not structured"
"GJA5",2.3819,2.58402787950308e-08,1.026284789231e-06,0.108,0.029,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0594057934522054,2.63270603208754e-10,9.57959763150149,"Weakly structured"
"ANKRD29",2.3524,0.000452602003331983,0.00629915256871206,0.076,0.028,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00108156957787859,0.559733905454432,0.252018385239454,"Not structured"
"CCL21",2.3075,2.51526074083835e-47,2.60731928395303e-43,0.924,0.781,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.277363579536411,6.63387668590661e-189,188.178232605643,"Weakly structured"
"CD96",2.2971,0.000717415484007865,0.00914726802856769,0.07,0.026,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0138184709360074,0.083782949060987,1.07684435705223,"Not structured"
"AC008549.1",-2.289,0.000835145991132861,0.0104177176222422,0.013,0.09,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0154806277084335,0.0609512223215879,1.21501758057558,"Not structured"
"NGEF",-2.2823,0.00298800610956349,0.0281578830288501,0.013,0.076,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0246731787847107,0.00614099211259853,2.21176146041903,"Weakly structured"
"AC145207.5",2.2555,1.0089953593425e-06,3.02290343784517e-05,0.089,0.025,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0204228418615119,0.0190274923369987,1.7206184442913,"Weakly structured"
"MDFI",2.2536,7.77123432656454e-07,2.40467507549755e-05,0.07,0.016,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00281696956481498,0.399317225185819,0.39868195541598,"Not structured"
"HRH2",2.2514,0.000291665383244592,0.00443965251499771,0.051,0.014,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.000945277815927444,0.55468224427774,0.25595573593407,"Not structured"
"CCL19",2.241,2.0948454946049e-27,8.0426549618794e-25,0.631,0.311,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.206983798926049,5.61135446740187e-106,105.250932296192,"Weakly structured"
"CYTIP",2.2323,0.000274634071248401,0.0042300992311455,0.102,0.042,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0222636497181978,0.0120215084875771,1.9200410326057,"Weakly structured"
"TTN",2.2279,2.87669805188558e-05,0.000606094552964347,0.064,0.017,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0315822922029335,0.000576415068505498,3.23926467448669,"Weakly structured"
"CCR5",2.1108,1.12454518746371e-07,4.01966738387889e-06,0.096,0.025,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.013327698602422,0.0918157412749226,1.03708285515195,"Not structured"
"GDPD3",2.0751,7.03176310985473e-06,0.000173138376239321,0.083,0.024,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0268623217543682,0.0029875339175331,2.52468715546176,"Weakly structured"
"C16orf54",2.069,8.96888200390465e-05,0.0016197113388933,0.089,0.032,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00586729493423607,0.288318977598309,0.54012677074057,"Not structured"
"PIK3R3",2.0677,5.12717021795626e-05,0.00101234755198733,0.089,0.03,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0044154863212059,0.340267218915877,0.468179888487784,"Not structured"
"LOX",2.0449,4.01205587436774e-05,0.000821916426752886,0.115,0.045,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0262889268184945,0.00369067922591264,2.43289369971628,"Weakly structured"
"GAS1",2.009,5.64386253924588e-06,0.000141656850077053,0.115,0.041,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0268270488180549,0.0031308918129539,2.50433193904195,"Weakly structured"
"LSAMP",2.0038,2.13926224185098e-05,0.000469104020178242,0.057,0.014,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.000352075764047089,0.500240406173337,0.300821231699115,"Not structured"
"SLAMF1",1.9996,6.07287140995065e-05,0.00116146466855255,0.083,0.028,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00272564635993524,0.403346122919014,0.394322113266625,"Not structured"
"NRARP",1.9991,7.21980704030262e-05,0.00135070132669655,0.064,0.018,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0107928868890649,0.141571362569495,0.849024588001207,"Not structured"
"PSTPIP1",1.9965,3.09266450456042e-08,1.21433940357096e-06,0.134,0.041,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.029717550865527,0.00117951150713043,2.92829781784844,"Weakly structured"
"KCNMB4",1.9952,0.00412948223937927,0.0357313964051799,0.051,0.019,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00537290684251057,0.304552109943617,0.516338387350556,"Not structured"
"FGF7",1.9928,7.0719695613531e-08,2.63697972924411e-06,0.108,0.03,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.030783845070244,0.000804197106626219,3.09463749375304,"Weakly structured"
"TMEM243",1.9811,3.00872229986206e-05,0.000631344440493323,0.083,0.027,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0115740740006351,0.124811552713284,0.903745213953111,"Not structured"
"CCDC144A",1.9539,2.29295413786365e-07,7.92292086436485e-06,0.121,0.038,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0369196382336836,7.21678236498192e-05,4.14165639143391,"Weakly structured"
"ATF6B",1.9538,0.00172938288913356,0.0185962479551437,0.064,0.024,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00348984570112504,0.375045645195251,0.425915872938787,"Not structured"
"ZNF142",1.9146,0.0022306228912255,0.022383966012046,0.064,0.025,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00506639882235748,0.711115942261319,0.148059584953446,"Not structured"
"SYK",1.9119,2.74324052468273e-09,1.25270622373838e-07,0.178,0.061,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00810375776294504,0.215329738322259,0.666895987373982,"Not structured"
"NFKBID",1.9101,0.000269513308533478,0.00417604627243353,0.07,0.024,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00444838819389739,0.688029534376334,0.162392918826456,"Not structured"
"PTGES",1.9077,3.34132848697686e-06,8.88107976820568e-05,0.096,0.029,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0142674407287173,0.0761249939465841,1.11847272889392,"Not structured"
"PRIMA1",1.904,0.00201694596797782,0.0209076619040581,0.057,0.021,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00181370999476408,0.437841569737278,0.358683007842402,"Not structured"
"TCF7",1.8633,1.75969335890489e-05,0.000395996185712994,0.115,0.043,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0274433820233519,0.0025460879772398,2.59412659386003,"Weakly structured"
"LTB",1.8633,2.97173382921183e-16,3.42277698595665e-14,0.318,0.112,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0543521135177851,8.53075176949275e-09,8.06901269509789,"Weakly structured"
"TMOD2",1.8557,6.72865507901001e-06,0.000166465963124147,0.108,0.037,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0107389107964636,0.143775646707449,0.842314670255398,"Not structured"
"COL4A3",1.8497,0.00126284277963665,0.0145289991717131,0.057,0.02,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0119973333157331,0.115686606011167,0.936716919977938,"Not structured"
"ZNF549",1.8393,0.00269561497951649,0.0259449813163119,0.051,0.018,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0156256582618181,0.057480696987528,1.24047797442782,"Not structured"
"RBL1",1.8379,0.00205328202098759,0.0211363668615267,0.064,0.024,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.021298142545334,0.0152102281100474,1.81786427271939,"Weakly structured"
"TDP1",1.837,0.00103975248391326,0.0124458132196823,0.076,0.03,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.0204608381035041,0.984975866889908,0.00657441011654096,"Not structured"
"AC245407.2",1.8296,0.00153151365158653,0.0168471770901085,0.07,0.027,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.001267256696953,0.56559450941276,0.247494815164684,"Not structured"
"TTF2",1.8253,0.00070117897454567,0.0090054167129602,0.07,0.025,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00509113339561885,0.711255232477339,0.147974525619472,"Not structured"
"RHOF",1.825,2.46743621689718e-05,0.000530652361501166,0.089,0.029,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0116887067392619,0.122947135320743,0.910281585907676,"Not structured"
"CD244",1.8212,0.00482491167864898,0.0403672594518768,0.064,0.027,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00551781278065936,0.300278097034501,0.522476345070318,"Not structured"
"LGI2",1.8113,0.000330103327586732,0.00490236546384537,0.051,0.014,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00566584407446575,0.294168031362907,0.531404525888113,"Not structured"
"RIMKLB",1.8094,0.000101543826200156,0.00180625575906697,0.108,0.043,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0157668340059245,0.0572767680497449,1.24202149589856,"Not structured"
"MHENCR",1.7944,6.55461182575881e-05,0.00124123316768552,0.108,0.042,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.000983808767129033,0.555709212182823,0.255152403705884,"Not structured"
"BATF3",1.7898,0.00450156334525414,0.0381235340170787,0.064,0.026,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00626039960822298,0.750672077643185,0.124549738057973,"Not structured"
"S1PR4",1.7874,0.000225015682387932,0.00356653297191637,0.102,0.041,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.022147876225728,0.0124108042734726,1.90620007343979,"Weakly structured"
"GPX7",1.7807,0.000105246428394335,0.00186174825381514,0.121,0.052,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00477027607547641,0.328059144414725,0.484047852088955,"Not structured"
"CYTH4",1.7726,9.8746865682611e-13,7.75462128534807e-11,0.299,0.117,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0265280859754663,0.0035335138900733,2.45179319715516,"Weakly structured"
"CPNE5",1.77,4.54415264255795e-05,0.000911115789028157,0.102,0.038,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0040476888176956,0.354542782246052,0.450331351532198,"Not structured"
"PLD4",1.758,8.79207051231324e-06,0.000214443771601504,0.108,0.038,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.019164968660731,0.0265705385309693,1.57559964323149,"Weakly structured"
"HOMER3",1.7452,0.00260637490939254,0.0252737907490768,0.121,0.063,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00985185198886136,0.849381505238911,0.0708971997382428,"Not structured"
"SH3BP1",1.7447,0.000986310692852772,0.011956047622325,0.07,0.026,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00952175563728021,0.842614518909762,0.0743710619097784,"Not structured"
"PIK3CG",1.7369,1.16588302544826e-05,0.000277191363343961,0.102,0.035,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00138330565860897,0.570205341508185,0.243968718670431,"Not structured"
"ZNF559",1.7338,0.00073923599505881,0.00940235622672346,0.089,0.037,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00931487755819902,0.837252394248538,0.0771436018562452,"Not structured"
"TRAC",1.7312,1.60281562956973e-12,1.21275816176057e-10,0.427,0.219,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.059672657119538,2.81639390069355e-10,9.55030660487999,"Weakly structured"
"PELI2",1.7283,0.0025898100021393,0.0251602347536795,0.076,0.033,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00194987980386658,0.591649912798653,0.227935195157475,"Not structured"
"CD79B",1.7252,1.26240275541752e-05,0.000297143404844136,0.146,0.062,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0251189307975115,0.00536961100625093,2.27005717500022,"Weakly structured"
"DISC1",1.7233,0.00323715222153622,0.0299075935191127,0.051,0.018,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00881446251473787,0.825767085194333,0.0831424319521881,"Not structured"
"CLEC2D",1.716,2.39429520179472e-08,9.54587079300158e-07,0.223,0.094,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0108856939229851,0.141571362569495,0.849024588001207,"Not structured"
"GZMK",1.6983,1.20541366269094e-07,4.27921850255282e-06,0.21,0.09,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0556285769945251,3.74942177098657e-09,8.4260357032143,"Weakly structured"
"RIPOR2",1.6944,1.32395254762148e-05,0.000309798918931022,0.115,0.042,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0143377648010233,0.0762332419809916,1.11785561053935,"Not structured"
"SLC45A4",1.6908,5.49766439660489e-07,1.7842212311505e-05,0.102,0.029,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00327822253128102,0.382457763637133,0.417416518764321,"Not structured"
"JAML",1.6844,2.62469616607997e-05,0.000562140505322003,0.191,0.094,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0154657880548932,0.0611581424038729,1.2135457141688,"Not structured"
"TSPYL5",1.6759,0.000100440450901286,0.00179511330007367,0.089,0.032,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00666746003428932,0.260239800734132,0.584626282265781,"Not structured"
"MCM6",1.6644,0.000287522502054134,0.00438948196803116,0.096,0.038,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00738361874338605,0.23754847882146,0.624247746307967,"Not structured"
"UBE2S",1.6636,4.34821878525415e-06,0.000112403082114575,0.153,0.062,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0217777924468682,0.0138007217917838,1.86009819896172,"Weakly structured"
"IL7R",1.6628,3.15677651049683e-14,2.89585356706285e-12,0.357,0.146,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0972995733768655,1.03031565955354e-24,23.9870296993725,"Weakly structured"
"CAMK4",1.6589,0.00322702013450745,0.0298776969720691,0.051,0.018,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.005735761586722,0.735058374390255,0.133678170209821,"Not structured"
"INTS6",1.6545,0.000267122997655529,0.00414520508038505,0.185,0.101,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0115915840587466,0.125744615879433,0.90051060145225,"Not structured"
"WDR37",1.6517,0.000589866759175228,0.0078291406217803,0.134,0.067,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0234179091247556,0.00887785191993883,2.05169210315947,"Weakly structured"
"SYTL3",1.65,0.00212978671628156,0.0217224358958827,0.051,0.017,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0250978925398257,0.00511327607322849,2.29130075844832,"Weakly structured"
"CD2",1.6492,1.04001375452023e-12,8.1058515634261e-11,0.306,0.121,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0503433360400156,9.27422469504843e-08,7.03272238626666,"Weakly structured"
"SSPN",1.6484,7.23393089822829e-05,0.00135070132669655,0.096,0.035,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.043009875344342,4.22881437437348e-06,5.37378137797786,"Weakly structured"
"TIGIT",1.647,0.000459856686321286,0.0063813579791251,0.064,0.021,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0135913679422905,0.0867485459613559,1.06173779591751,"Not structured"
"JCHAIN",1.6383,5.06392737459161e-31,3.08780418617745e-28,0.936,0.831,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.236174087700213,2.15381723244858e-137,136.66679115262,"Weakly structured"
"ANO9",1.6313,0.000122124036605098,0.00212405665008129,0.083,0.029,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0210626187149064,0.0163289135805366,1.78704270942584,"Weakly structured"
"GMIP",1.6287,0.000321450374839805,0.00481525229131418,0.115,0.051,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00888914414096869,0.191559705456969,0.717695839401989,"Not structured"
"CD3D",1.628,7.41646529653177e-05,0.0013777612771299,0.153,0.072,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0296520330275262,0.00122750182871603,2.91097785219832,"Weakly structured"
"ZAP70",1.6167,1.58711602825039e-06,4.50740952023111e-05,0.166,0.068,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0188675219705021,0.0286882255867735,1.54229631274056,"Weakly structured"
"TNFAIP8",1.6161,0.000706174921537831,0.00904046705909195,0.108,0.049,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00719165895967928,0.243609689938555,0.61330544098519,"Not structured"
"TACC3",1.6155,6.21942774182453e-05,0.00118512110242193,0.096,0.034,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0031894340993575,0.385531834729892,0.413939754897867,"Not structured"
"CD6",1.611,2.21977592505658e-05,0.000483407505023877,0.178,0.086,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0141585091340401,0.079485972036434,1.09970951039673,"Not structured"
"STK17B",1.6028,5.45514029998235e-05,0.00106093779267574,0.21,0.114,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0507210305390032,7.48578376492151e-08,7.12576272211309,"Weakly structured"
"CUL4B",-1.6016,0.000788245617038775,0.00991620639104848,0.032,0.122,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.012989901746226,0.913329652393499,0.0393724422077558,"Not structured"
"PCED1B",1.5988,0.00199814241746222,0.0207750695079372,0.083,0.036,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.00355423276073532,0.373368237499322,0.427862630322398,"Not structured"
"SNHG10",1.5984,0.00248380809783193,0.0242668753460186,0.064,0.025,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0103949171518533,0.150991611701222,0.821047179150955,"Not structured"
"EVA1C",1.5982,0.000223629862466006,0.00356090192676285,0.121,0.054,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.012582538267345,0.105815872788909,0.975449181567498,"Not structured"
"COL15A1",1.5891,0.000187541917750837,0.00305051573158578,0.096,0.037,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0875298583898132,1.80860232122739e-20,19.7426569161048,"Weakly structured"
"INPP4B",1.5868,0.000843580846106518,0.0105102873206012,0.083,0.033,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.019474653661401,0.0244984251532321,1.61086183274747,"Weakly structured"
"FIBIN",1.5856,0.00304133610521854,0.0285307602413533,0.108,0.054,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0438940754280035,2.8383931240526e-06,5.5469274539163,"Weakly structured"
"CSPG4",1.5855,0.000419129052856082,0.00593537125943463,0.115,0.051,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0291287410279468,0.00145452574027854,2.83727858877786,"Weakly structured"
"MAP4K1",1.5795,2.68081269613795e-05,0.000571796386999301,0.134,0.055,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0222285642055424,0.0122754298143243,1.91096329246599,"Weakly structured"
"JAK3",1.5794,6.36325151204132e-11,3.79088880309312e-09,0.318,0.142,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,0.0358455970006225,0.000120521582510105,3.91893517445227,"Weakly structured"
"CD247",1.5776,0.000130900474056947,0.00223544368051781,0.102,0.04,"P2N_Spatial","TLS","Rest","wilcox","Spatial",0.25,0.05,0.05,157,3499,TRUE,FALSE,2,10366,-0.00217096291027804,0.5996616695733,0.222093710416552,"Not structured"
