"gene","avg_log2FC","p_val","p_val_adj","pct_roi","pct_rest","sample","roi","reference","test","expression_assay","logfc_cutoff","fdr_cutoff","min_pct","n_spots_roi","n_spots_rest","passes_selected_filters","complete_gene_table","analysis_format_version","n_genes_tested","Moran_I","Moran_padj","Moran_neglog10_padj","spatial_class"
"AP1M2",-4.0143,6.59983776238058e-05,0.00198548810536047,0,0.157,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.13426996243164,1.56328759286017e-46,45.805961118908,"Weakly structured"
"MMP11",-3.9539,2.8594565138958e-05,0.00108679675679237,0.012,0.189,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.265277531318263,9.66918854172805e-176,175.014609971278,"Weakly structured"
"CST1",-3.8512,0.00502209931406858,0.0492325337532009,0,0.084,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.328303608025181,4.01870080309781e-269,268.395914326329,"Spatially structured"
"RPL26L1",-3.7018,0.000348897382966791,0.00702891019842086,0,0.13,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0479546964876841,1.62488363008448e-07,6.78917773660625,"Weakly structured"
"MACC1",-3.6319,0.000468769099186484,0.0088660653464279,0,0.125,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.099239469043428,2.41629299927737e-26,25.6168504043829,"Weakly structured"
"LRATD1",-3.5872,0.000618777287944858,0.0110900741368115,0,0.12,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.107033132375778,2.50132026236395e-30,29.6018306988042,"Weakly structured"
"AC132217.1",-3.5701,0.00136352868071877,0.0200394010207274,0,0.107,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.272381780209387,2.93831235987333e-185,184.531902038036,"Weakly structured"
"CCL19",3.5287,1.36769562254483e-32,1.22613912561144e-28,0.337,0.048,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.202594714371614,3.08706854186186e-104,103.510453727816,"Weakly structured"
"SATB2",-3.4377,0.00136060619462778,0.020029284950473,0,0.107,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0777967512002249,6.12427276280135e-17,16.2129454749396,"Weakly structured"
"POSTN",-3.3639,1.80746214382697e-07,1.78064814498997e-05,0.047,0.308,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.346927478217888,1.50837310156979e-298,297.821491220859,"Spatially structured"
"GALNT12",-3.2674,0.00232827550623996,0.028909958328866,0,0.098,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0870861193020884,9.52854907334677e-21,20.0209732250083,"Weakly structured"
"VAPB",-3.2567,0.00229091292674897,0.0286443994258082,0,0.098,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0762242359764987,2.44782521238487e-16,15.6112195963332,"Weakly structured"
"DENND10",-3.2059,0.00255539392816808,0.0308235789703307,0,0.096,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0212084422402868,0.0116084819756333,1.93522456860853,"Weakly structured"
"CCR2",3.1285,4.86956911785545e-07,4.27996932760531e-05,0.058,0.007,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0275524190320199,0.00139265617201206,2.8561560917808,"Weakly structured"
"JPH1",-3.1221,0.00338738469223206,0.0372612316145527,0,0.091,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0782067950793763,4.20274080686841e-17,16.3764673931537,"Weakly structured"
"AGAP1-IT1",3.1214,2.78246269618431e-07,2.51967455265579e-05,0.058,0.007,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00382026305552217,0.330386531613639,0.48097766524118,"Not structured"
"DPT",3.1019,4.43724528273285e-14,3.31499199664166e-11,0.174,0.029,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.122115870658289,3.33264329778675e-39,38.4772111676155,"Weakly structured"
"CA9",-3.0944,0.00516100471702139,0.0499063437924798,0,0.084,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.131869845253485,4.7941161292874e-45,44.3192914501318,"Weakly structured"
"GFPT1",-3.0815,6.21818115312095e-08,7.3349992154907e-06,0.047,0.319,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.208237239277488,7.05011243172369e-109,108.151803957039,"Weakly structured"
"AMZ2",-3.0661,0.00434739527207854,0.0447467263079037,0,0.087,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0144067846373734,0.0606901878135024,1.21688151852796,"Not structured"
"PLCG2",3.0421,6.30411068126194e-22,1.41290880643783e-18,0.419,0.105,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.163456049293188,4.34835290682227e-68,67.3616752163645,"Weakly structured"
"PRKD1",3.0322,1.36884981317438e-06,9.97702323179537e-05,0.058,0.008,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0192820757736229,0.0180789169632802,1.74282758995354,"Weakly structured"
"PLAGL2",-3.0206,0.00408056635034547,0.0427314816924326,0,0.088,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0487900539628331,1.00454173619954e-07,6.99803201469014,"Weakly structured"
"EXOSC7",-3.0185,0.000215001943921777,0.00483080808836775,0.012,0.157,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.078306599056224,4.02842438449611e-17,16.3948647838641,"Weakly structured"
"GEMIN7",-3.0164,0.00448104696248187,0.045781789298391,0,0.086,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0467600182857165,3.11045724459912e-07,6.50717576396037,"Weakly structured"
"ITGA6",-3.0138,3.96795136004506e-08,4.94065054761166e-06,0.035,0.316,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.240431602426044,1.89421259735217e-144,143.722571279464,"Weakly structured"
"SPIB",2.9955,1.83524579680619e-09,4.21871245342757e-07,0.093,0.013,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0584792049262123,1.68312830218326e-10,9.77388277718734,"Weakly structured"
"WASHC5",-2.9736,0.00507264198297266,0.0495146245528642,0,0.084,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0310776731478002,0.000449226174433322,3.34753494724409,"Weakly structured"
"C16orf54",2.9609,1.57435839928183e-05,0.000674626623309784,0.058,0.01,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00428355105746405,0.314035464235468,0.503021303990284,"Not structured"
"FBXL6",-2.945,0.000292000535767546,0.006213197940637,0.012,0.152,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.137167859525695,1.78852184158344e-48,47.7475057518408,"Weakly structured"
"MMRN1",2.9302,0.00080651269167525,0.0134895266434116,0.058,0.014,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0527694114027997,6.16130997546528e-09,8.21032694130436,"Weakly structured"
"KRTCAP3",-2.9294,0.000381957174258206,0.00749287979699085,0.012,0.148,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.108987586367453,2.30222835032123e-31,30.6378516023543,"Weakly structured"
"FNDC1",-2.9114,0.000989156145184883,0.0157446325674674,0.012,0.132,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.237746475226749,1.60462489651101e-141,140.794626473798,"Weakly structured"
"TESC",-2.8996,2.40336396645984e-07,2.3167911784207e-05,0.035,0.293,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.216984235879822,4.75485679200326e-118,117.322862558722,"Weakly structured"
"C15orf48",-2.8528,6.21491699799734e-05,0.00190159491082069,0.023,0.194,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.122503633977598,4.43445138452986e-39,38.3531601019674,"Weakly structured"
"NTRK2",2.8513,1.60515619321996e-05,0.000675597430620513,0.058,0.01,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,-0.00339501029039627,0.634234342734367,0.197750245348643,"Not structured"
"MLX",-2.8488,0.00049892431203394,0.00935803899715091,0.012,0.144,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0203998136855602,0.0145259958715831,1.83785408360495,"Weakly structured"
"FAT1",-2.7982,6.47776234024002e-05,0.00195532455825763,0.023,0.194,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.143064540402302,1.57082073701638e-52,51.8038733740732,"Weakly structured"
"CDH19",2.777,5.34512663791403e-06,0.000303285191828477,0.058,0.009,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0417647029132484,3.15513930406304e-06,5.50098146125335,"Weakly structured"
"ASCL2",-2.7749,1.85663723275254e-08,2.88388015218811e-06,0.047,0.343,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.32367345109892,5.13913469428319e-260,259.289109999513,"Spatially structured"
"DAPK3",-2.771,0.000718288321585753,0.0125281221848566,0.012,0.138,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0467511062123508,3.17151631905601e-07,6.49873304959594,"Weakly structured"
"UPP1",-2.7701,9.40113127327808e-05,0.00261742676599186,0.023,0.188,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0478218983694542,1.76537433959197e-07,6.75316319034333,"Weakly structured"
"HSPB2",2.7551,0.00507573228824119,0.0495146245528642,0.093,0.036,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00947822220394499,0.151129923032825,0.820649538828168,"Not structured"
"PLS1",-2.7508,0.000819057176908303,0.0136738316405641,0.012,0.135,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0729965218164628,4.00593003296034e-15,14.3972966403057,"Weakly structured"
"CCL21",2.7397,3.64660641872631e-27,1.63459132719407e-23,0.733,0.324,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.3247515319574,6.00533759747811e-262,261.221462573174,"Spatially structured"
"MUC13",-2.7387,1.18712177483407e-08,1.97727019364048e-06,0.07,0.369,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.296898743531965,4.01083203494003e-219,218.396765524961,"Weakly structured"
"GALNT16",2.717,5.71927487429674e-05,0.001780322890558,0.058,0.011,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0350046881590608,7.76945645995571e-05,4.10960936275621,"Weakly structured"
"CARD11",2.6736,8.10562524673067e-06,0.000424952808987956,0.07,0.013,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0272748241808769,0.00160578859609515,2.79431163065921,"Weakly structured"
"MRGBP",-2.6456,0.00154314616218517,0.0217333303165708,0.012,0.125,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0616773981117926,2.59700738079277e-11,10.5855268160877,"Weakly structured"
"TPD52L2",-2.6443,1.64629209750609e-05,0.000689395340797001,0.035,0.231,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.128230576467624,1.32112926017505e-42,41.8790546886425,"Weakly structured"
"GARS",-2.6361,2.16018614299024e-05,0.000880275853268522,0.035,0.227,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.116286219612102,2.10234460189194e-35,34.6772960959034,"Weakly structured"
"RAB25",-2.6347,2.28117106491502e-05,0.000921202639502843,0.035,0.226,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.161504650285554,2.27228403992384e-66,65.6435373819129,"Weakly structured"
"SLC38A5",-2.6319,0.00142544368665282,0.0208468232477039,0.012,0.126,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0714230655313284,1.47492892233749e-14,13.8312289080793,"Weakly structured"
"PITX1",-2.6292,0.00121356276544517,0.0184712906489235,0.012,0.129,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.083706144134829,2.68583520451173e-19,18.5709206379692,"Weakly structured"
"ATP13A1",-2.6209,0.00147264121600897,0.0213283174499522,0.012,0.125,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0391600767186032,1.49253321832411e-05,4.82607599428615,"Weakly structured"
"F8",2.6172,0.00252825076345278,0.0307958805629812,0.058,0.016,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0186942507326723,0.0217186924589545,1.6631663243389,"Weakly structured"
"MIR4458HG",-2.607,0.00196172686257272,0.0257118147996556,0.012,0.12,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0540738602266758,4.24165511401012e-09,8.37246464656238,"Weakly structured"
"SHISA3",2.5941,7.79983961784779e-05,0.00229264138275428,0.058,0.011,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0501646023277172,3.35134937672162e-08,7.4747802947929,"Weakly structured"
"GPR35",-2.59,0.00193496043632547,0.0254353670258913,0.012,0.121,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0987111277915834,4.3089792976188e-26,25.3656255924634,"Weakly structured"
"C19orf33",-2.5895,1.16661017479503e-05,0.00053815631617807,0.035,0.239,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.208108227895577,8.59487461498901e-109,108.065760454569,"Weakly structured"
"MRRF",-2.5815,0.00209387026595509,0.0268164956204105,0.012,0.119,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.068767546549712,1.2495947507056e-13,12.9032308078461,"Weakly structured"
"UBA6",-2.5729,0.00162355909827905,0.0225662128931344,0.012,0.124,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0776491748263182,7.15682580684339e-17,16.1452795531434,"Weakly structured"
"ABHD11",-2.5701,0.00219967632688103,0.0277357218994211,0.012,0.119,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0462698065262969,4.09434367464706e-07,6.38781570594845,"Weakly structured"
"ATP10B",-2.5556,0.00178931164945154,0.0241948400261434,0.012,0.122,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0977258255847047,1.31184892647885e-25,24.882116175764,"Weakly structured"
"MYL4",2.5535,5.92516783200334e-10,1.60967059436091e-07,0.116,0.019,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.278729282502294,1.91407474726137e-197,196.718041106429,"Weakly structured"
"ITGB2-AS1",2.5435,2.45306766233847e-05,0.000977411181905084,0.07,0.014,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00496477460925266,0.289245127466067,0.538733948305076,"Not structured"
"AC004540.2",2.5336,4.78882386098095e-06,0.000278777960478534,0.081,0.016,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00927600681646267,0.155181005484885,0.80916143847694,"Not structured"
"PDHA1",-2.5307,5.35172222669249e-05,0.00171350677722493,0.035,0.213,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.106361786328838,6.05383175304199e-30,29.2179696530426,"Weakly structured"
"RNF43",-2.5054,9.8492238693647e-08,1.03880343516299e-05,0.047,0.32,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.22683241046323,8.43710334775151e-129,128.073806631101,"Weakly structured"
"CTSC",-2.4927,1.92742821775569e-09,4.31984849304494e-07,0.093,0.415,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.189647411964453,1.1691473526503e-90,89.9321307493942,"Weakly structured"
"ARFGEF2",-2.4812,0.00337795041695773,0.0372559786771396,0.012,0.111,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0539271702625031,4.60948269121702e-09,8.33634781147719,"Weakly structured"
"NKD1",-2.4799,1.06833180142941e-05,0.000509446521266739,0.023,0.225,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.254478535464653,1.15820024595135e-161,160.936216347177,"Weakly structured"
"CYP2W1",-2.472,9.18708590938442e-05,0.00259817745039847,0.035,0.205,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.189245333131455,2.37203767665489e-90,89.6248784170644,"Weakly structured"
"PPP1R1B",-2.4577,3.43518625700552e-05,0.00123432695535932,0.047,0.235,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.174969621275191,1.59794991390616e-77,76.7964368373218,"Weakly structured"
"C22orf39",-2.444,0.00388979292687269,0.0411711848753409,0.012,0.109,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.00941465497500899,0.153966797589749,0.812572923177934,"Not structured"
"S1PR4",2.4421,2.8118041192595e-05,0.00107725743287015,0.081,0.018,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0300924647790552,0.000610029489868002,3.21464916994435,"Weakly structured"
"BAMBI",-2.4362,0.000113454454648566,0.00297403270738128,0.023,0.188,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.133392097217495,6.02932201894117e-46,45.2197315203618,"Weakly structured"
"CRACR2B",-2.4251,0.00377866683308306,0.0405212298547723,0.012,0.109,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0336899826886916,0.000161851167194429,3.79088416432275,"Weakly structured"
"EXOSC5",-2.4091,0.00371956225087552,0.0401274074357389,0.012,0.109,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.044045988495937,1.34019963400275e-06,5.87283050500226,"Weakly structured"
"SLCO4A1",-2.4043,0.000212103468069651,0.00477765726443322,0.035,0.192,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.155441936506717,1.19102802818989e-61,60.9240780182444,"Weakly structured"
"S100P",-2.397,9.67455717145906e-07,7.3502038171297e-05,0.07,0.316,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.247807845450428,2.53465425489345e-153,152.596081273188,"Weakly structured"
"NOL4L",-2.3929,0.00455952001208896,0.0461772919256395,0.012,0.106,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0112957930732203,0.111230854951258,0.953774724657474,"Not structured"
"METTL5",-2.3908,0.000741027928774762,0.0127266578188999,0.023,0.155,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0788910616401888,2.37430383053453e-17,16.6244637068298,"Weakly structured"
"TYSND1",-2.3897,0.00384219333169415,0.0408119232448318,0.012,0.109,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.044249692888565,1.20773267707449e-06,5.91802918303201,"Weakly structured"
"SLC39A3",-2.3799,0.00449032811065723,0.0457972599681934,0.012,0.106,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0324926902027756,0.000260451091979353,3.58427381738424,"Weakly structured"
"C7",2.3787,1.37778103850735e-18,1.76454385860263e-15,0.616,0.243,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.33546092316514,2.12777512099783e-279,278.672074273403,"Spatially structured"
"DCDC2",2.3717,4.7318593149693e-05,0.00158287756562313,0.093,0.024,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0707332995686526,1.91716216257506e-14,13.7173411509024,"Weakly structured"
"PTPRO",-2.3717,0.000209628145046687,0.00473379425779231,0.023,0.178,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.216538573371642,1.12161822610361e-117,116.950154942109,"Weakly structured"
"LAMC3",2.3703,1.06473800462588e-09,2.57983140850568e-07,0.244,0.073,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.176366134913687,5.48253597149642e-79,78.2610185101892,"Weakly structured"
"ACTL6A",-2.3667,0.00442553082957151,0.0452909633414481,0.012,0.106,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0354589533900651,7.76945645995571e-05,4.10960936275621,"Weakly structured"
"GIMAP7",2.3619,5.04934271173668e-05,0.00162832220901868,0.081,0.019,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0288456253530664,0.000963612492786913,3.01609757821163,"Weakly structured"
"FOXK1",-2.3601,0.00415829350887082,0.0432974463496247,0.012,0.108,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0536902580899619,5.37194109432443e-09,8.2698687582055,"Weakly structured"
"PTGDS",2.3496,5.6183886316906e-05,0.00176114874416455,0.372,0.23,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.32599092774345,5.09448300042454e-264,263.292899882601,"Spatially structured"
"PAQR4",-2.3467,0.00478562735422185,0.047829597804458,0.012,0.105,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.06968952845723,5.95067352176445e-14,13.2254338762493,"Weakly structured"
"C8orf33",-2.3373,3.43345921028341e-05,0.00123432695535932,0.047,0.236,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.101081176082705,3.12404783565237e-27,26.5052823247945,"Weakly structured"
"FOXK2",-2.3366,0.00493890043374114,0.0487634828067063,0.012,0.105,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0484763707029164,1.20659057258331e-07,6.91844007226596,"Weakly structured"
"NECTIN1",-2.3196,0.00517734071840052,0.0499063437924798,0.012,0.104,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.108718443038107,3.07229612321063e-31,30.5125369271567,"Weakly structured"
"RYR2",2.3019,4.25642236437114e-05,0.0014454100945677,0.07,0.014,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.0250583666002324,0.00343873185056436,2.46360168877836,"Weakly structured"
"GNPAT",-2.2943,0.000104707023160774,0.00282740500794077,0.058,0.233,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.166142467969994,3.97341022529192e-70,69.4008365949286,"Weakly structured"
"SLC6A6",-2.2686,1.92032059715181e-05,0.000789709823553485,0.047,0.248,"CaseStudy1_CRLM","TLS","Rest","wilcox","SCT",0.25,0.05,0.05,86,3635,TRUE,FALSE,2,8965,0.144845930690829,8.85408488453421e-54,53.0528563187353,"Weakly structured"
