from	to	source	database
CXCL1	CXCR2	kegg_cytokines	kegg
CXCL2	CXCR2	kegg_cytokines	kegg
CXCL3	CXCR2	kegg_cytokines	kegg
CXCL5	CXCR2	kegg_cytokines	kegg
PPBP	CXCR2	kegg_cytokines	kegg
CXCL6	CXCR2	kegg_cytokines	kegg
CXCL8	CXCR2	kegg_cytokines	kegg
CXCL6	CXCR1	kegg_cytokines	kegg
CXCL8	CXCR1	kegg_cytokines	kegg
CXCL9	CXCR3	kegg_cytokines	kegg
CXCL10	CXCR3	kegg_cytokines	kegg
CXCL11	CXCR3	kegg_cytokines	kegg
CXCL12	CXCR4	kegg_cytokines	kegg
CXCL13	CXCR5	kegg_cytokines	kegg
CXCL16	CXCR6	kegg_cytokines	kegg
XCL1	XCR1	kegg_cytokines	kegg
XCL2	XCR1	kegg_cytokines	kegg
CX3CL1	CX3CR1	kegg_cytokines	kegg
CCL20	CCR6	kegg_cytokines	kegg
CCL25	CCR9	kegg_cytokines	kegg
CCL17	CCR4	kegg_cytokines	kegg
CCL22	CCR4	kegg_cytokines	kegg
CCL19	CCR7	kegg_cytokines	kegg
CCL21	CCR7	kegg_cytokines	kegg
CCL2	CCR2	kegg_cytokines	kegg
CCL4L1	CCR5	kegg_cytokines	kegg
CCL3L3	CCR5	kegg_cytokines	kegg
CCL13	CCR2	kegg_cytokines	kegg
CCL13	CCR3	kegg_cytokines	kegg
CCL7	CCR2	kegg_cytokines	kegg
CCL7	CCR1	kegg_cytokines	kegg
CCL5	CCR5	kegg_cytokines	kegg
CCL5	CCR1	kegg_cytokines	kegg
CCL5	CCR3	kegg_cytokines	kegg
CCL14	CCR1	kegg_cytokines	kegg
CCL16	CCR1	kegg_cytokines	kegg
CCL23	CCR1	kegg_cytokines	kegg
CCL15	CCR1	kegg_cytokines	kegg
CCL15	CCR3	kegg_cytokines	kegg
CCL8	CCR3	kegg_cytokines	kegg
CCL11	CCR3	kegg_cytokines	kegg
CCL24	CCR3	kegg_cytokines	kegg
CCL26	CCR3	kegg_cytokines	kegg
CCL28	CCR3	kegg_cytokines	kegg
CCL28	CCR10	kegg_cytokines	kegg
CCL27	CCR10	kegg_cytokines	kegg
IL6	IL6ST	kegg_cytokines	kegg
IL6	IL6R	kegg_cytokines	kegg
IL11	IL11RA	kegg_cytokines	kegg
IL11	IL6ST	kegg_cytokines	kegg
OSM	LIFR	kegg_cytokines	kegg
OSM	IL6ST	kegg_cytokines	kegg
OSM	OSMR	kegg_cytokines	kegg
LIF	LIFR	kegg_cytokines	kegg
LIF	IL6ST	kegg_cytokines	kegg
CNTF	CNTFR	kegg_cytokines	kegg
CNTF	LIFR	kegg_cytokines	kegg
CNTF	IL6ST	kegg_cytokines	kegg
CLCF1	CNTFR	kegg_cytokines	kegg
CLCF1	LIFR	kegg_cytokines	kegg
CLCF1	IL6ST	kegg_cytokines	kegg
CTF1	LIFR	kegg_cytokines	kegg
CTF1	IL6ST	kegg_cytokines	kegg
CSF3	CSF3R	kegg_cytokines	kegg
LEP	LEPR	kegg_cytokines	kegg
IL4	IL13RA1	kegg_cytokines	kegg
IL4	IL4R	kegg_cytokines	kegg
IL13	IL13RA1	kegg_cytokines	kegg
IL13	IL4R	kegg_cytokines	kegg
IL12A	IL12RB2	kegg_cytokines	kegg
IL12A	IL12RB1	kegg_cytokines	kegg
IL23A	IL12RB1	kegg_cytokines	kegg
IL23A	IL23R	kegg_cytokines	kegg
CSF2	CSF2RB	kegg_cytokines	kegg
CSF2	CSF2RA	kegg_cytokines	kegg
IL3	IL3RA	kegg_cytokines	kegg
IL3	CSF2RB	kegg_cytokines	kegg
IL5	IL5RA	kegg_cytokines	kegg
IL5	CSF2RB	kegg_cytokines	kegg
IL2	IL2RG	kegg_cytokines	kegg
IL2	IL2RB	kegg_cytokines	kegg
IL2	IL2RA	kegg_cytokines	kegg
IL4	IL2RG	kegg_cytokines	kegg
IL7	IL7R	kegg_cytokines	kegg
IL7	IL2RG	kegg_cytokines	kegg
IL9	IL9R	kegg_cytokines	kegg
IL9	IL2RG	kegg_cytokines	kegg
IL15	IL2RG	kegg_cytokines	kegg
IL15	IL15RA	kegg_cytokines	kegg
IL15	IL2RB	kegg_cytokines	kegg
IL21	IL2RG	kegg_cytokines	kegg
IL21	IL21R	kegg_cytokines	kegg
TSLP	CRLF2	kegg_cytokines	kegg
TSLP	IL7R	kegg_cytokines	kegg
EPO	EPOR	kegg_cytokines	kegg
GH1	GHR	kegg_cytokines	kegg
GH2	GHR	kegg_cytokines	kegg
PRL	PRLR	kegg_cytokines	kegg
THPO	MPL	kegg_cytokines	kegg
PDGFC	PDGFRA	kegg_cytokines	kegg
PDGFA	PDGFRA	kegg_cytokines	kegg
PDGFA	PDGFRB	kegg_cytokines	kegg
PDGFB	PDGFRA	kegg_cytokines	kegg
PDGFB	PDGFRB	kegg_cytokines	kegg
PLEKHO2	PDGFRB	kegg_cytokines	kegg
VEGFB	FLT1	kegg_cytokines	kegg
VEGFA	FLT1	kegg_cytokines	kegg
VEGFA	KDR	kegg_cytokines	kegg
VEGFD	KDR	kegg_cytokines	kegg
VEGFD	FLT4	kegg_cytokines	kegg
HGF	MET	kegg_cytokines	kegg
EGF	EGFR	kegg_cytokines	kegg
CSF1	CSF1R	kegg_cytokines	kegg
KITLG	KIT	kegg_cytokines	kegg
FLT3LG	FLT3	kegg_cytokines	kegg
IFNA1	IFNAR2	kegg_cytokines	kegg
IFNA1	IFNAR1	kegg_cytokines	kegg
IFNB1	IFNAR2	kegg_cytokines	kegg
IFNB1	IFNAR1	kegg_cytokines	kegg
IFNW1	IFNAR2	kegg_cytokines	kegg
IFNW1	IFNAR1	kegg_cytokines	kegg
IFNK	IFNAR2	kegg_cytokines	kegg
IFNK	IFNAR1	kegg_cytokines	kegg
IFNE	IFNAR2	kegg_cytokines	kegg
IFNE	IFNAR1	kegg_cytokines	kegg
IFNG	IFNGR2	kegg_cytokines	kegg
IFNG	IFNGR1	kegg_cytokines	kegg
IL10	IL10RB	kegg_cytokines	kegg
IL10	IL10RA	kegg_cytokines	kegg
IL19	IL20RA	kegg_cytokines	kegg
IL20	IL20RA	kegg_cytokines	kegg
IL20	IL22RA1	kegg_cytokines	kegg
IL24	IL20RA	kegg_cytokines	kegg
IL24	IL22RA1	kegg_cytokines	kegg
IL22	IL10RB	kegg_cytokines	kegg
IL22	IL22RA1	kegg_cytokines	kegg
IL22	IL22RA2	kegg_cytokines	kegg
IFNL2	IL10RB	kegg_cytokines	kegg
IFNL2	IFNLR1	kegg_cytokines	kegg
IFNL3	IL10RB	kegg_cytokines	kegg
IFNL3	IFNLR1	kegg_cytokines	kegg
IFNL1	IL10RB	kegg_cytokines	kegg
IFNL1	IFNLR1	kegg_cytokines	kegg
TNFSF10	TNFRSF10A	kegg_cytokines	kegg
TNFSF10	TNFRSF10B	kegg_cytokines	kegg
TNFSF10	TNFRSF10C	kegg_cytokines	kegg
TNFSF10	TNFRSF10D	kegg_cytokines	kegg
TNFSF10	TNFRSF11B	kegg_cytokines	kegg
TNFSF11	TNFRSF11B	kegg_cytokines	kegg
TNFSF11	TNFRSF11A	kegg_cytokines	kegg
TNFSF12	TNFRSF12A	kegg_cytokines	kegg
TNF	TNFRSF1B	kegg_cytokines	kegg
TNF	TNFRSF1A	kegg_cytokines	kegg
LTA	TNFRSF1B	kegg_cytokines	kegg
LTA	TNFRSF1A	kegg_cytokines	kegg
LTA	LTBR	kegg_cytokines	kegg
LTA	TNFRSF14	kegg_cytokines	kegg
LTB	LTBR	kegg_cytokines	kegg
TNFSF14	LTBR	kegg_cytokines	kegg
TNFSF14	TNFRSF14	kegg_cytokines	kegg
TNFSF14	TNFRSF6B	kegg_cytokines	kegg
FASLG	TNFRSF6B	kegg_cytokines	kegg
FASLG	FAS	kegg_cytokines	kegg
CD40LG	CD40	kegg_cytokines	kegg
CD70	CD27	kegg_cytokines	kegg
TNFSF8	TNFRSF8	kegg_cytokines	kegg
TNFSF9	TNFRSF9	kegg_cytokines	kegg
TNFSF4	TNFRSF4	kegg_cytokines	kegg
TNFSF18	TNFRSF18	kegg_cytokines	kegg
TNFSF13	TNFRSF17	kegg_cytokines	kegg
TNFSF13	TNFRSF13B	kegg_cytokines	kegg
TNFSF13B	TNFRSF17	kegg_cytokines	kegg
TNFSF13B	TNFRSF13B	kegg_cytokines	kegg
TNFSF13B	TNFRSF13C	kegg_cytokines	kegg
EDA	EDAR	kegg_cytokines	kegg
EDA	EDA2R	kegg_cytokines	kegg
TGFB1	TGFBR1	kegg_cytokines	kegg
TGFB1	TGFBR2	kegg_cytokines	kegg
TGFB2	TGFBR1	kegg_cytokines	kegg
TGFB2	TGFBR2	kegg_cytokines	kegg
TGFB3	TGFBR1	kegg_cytokines	kegg
TGFB3	TGFBR2	kegg_cytokines	kegg
INHBA	ACVR1	kegg_cytokines	kegg
INHBA	ACVR2A	kegg_cytokines	kegg
INHBA	ACVR1B	kegg_cytokines	kegg
INHBA	ACVR2B	kegg_cytokines	kegg
INHBB	ACVR1	kegg_cytokines	kegg
INHBB	ACVR2A	kegg_cytokines	kegg
INHBB	ACVR1B	kegg_cytokines	kegg
INHBB	ACVR2B	kegg_cytokines	kegg
INHBC	ACVR1	kegg_cytokines	kegg
INHBC	ACVR2A	kegg_cytokines	kegg
INHBC	ACVR1B	kegg_cytokines	kegg
INHBC	ACVR2B	kegg_cytokines	kegg
INHBE	ACVR1	kegg_cytokines	kegg
INHBE	ACVR2A	kegg_cytokines	kegg
INHBE	ACVR1B	kegg_cytokines	kegg
INHBE	ACVR2B	kegg_cytokines	kegg
AMH	ACVR1	kegg_cytokines	kegg
AMH	AMHR2	kegg_cytokines	kegg
BMP2	ACVR1	kegg_cytokines	kegg
BMP2	BMPR2	kegg_cytokines	kegg
BMP2	BMPR1B	kegg_cytokines	kegg
BMP2	BMPR1A	kegg_cytokines	kegg
BMP7	BMPR1B	kegg_cytokines	kegg
BMP7	ACVR2A	kegg_cytokines	kegg
GDF5	BMPR1A	kegg_cytokines	kegg
GDF5	ACVR2A	kegg_cytokines	kegg
IL1A	IL1RAP	kegg_cytokines	kegg
IL1A	IL1R1	kegg_cytokines	kegg
IL1A	IL1R2	kegg_cytokines	kegg
IL1B	IL1RAP	kegg_cytokines	kegg
IL1B	IL1R1	kegg_cytokines	kegg
IL1B	IL1R2	kegg_cytokines	kegg
IL18	IL18RAP	kegg_cytokines	kegg
IL18	IL18R1	kegg_cytokines	kegg
CXCL11	ACKR3	kegg_cytokines	kegg
CXCL12	ACKR3	kegg_cytokines	kegg
CCL1	CCR8	kegg_cytokines	kegg
IL25	IL17RB	kegg_cytokines	kegg
IL25	IL17RA	kegg_cytokines	kegg
IL17A	IL17RA	kegg_cytokines	kegg
IL17A	IL17RC	kegg_cytokines	kegg
IL17F	IL17RA	kegg_cytokines	kegg
IL17F	IL17RC	kegg_cytokines	kegg
IL17C	IL17RA	kegg_cytokines	kegg
IL17C	IL17RE	kegg_cytokines	kegg
IL17B	IL17RB	kegg_cytokines	kegg
AREG	EGFR	kegg_cytokines	kegg
EREG	EGFR	kegg_cytokines	kegg
CD58	CD2	kegg_cams	kegg
CD80	CD28	kegg_cams	kegg
CD80	CTLA4	kegg_cams	kegg
CD86	CD28	kegg_cams	kegg
CD86	CTLA4	kegg_cams	kegg
HLA-DMA	CD4	kegg_cams	kegg
HLA-A	CD8A	kegg_cams	kegg
CD274	PDCD1	kegg_cams	kegg
PDCD1LG2	PDCD1	kegg_cams	kegg
ITGB2	CD226	kegg_cams	kegg
ITGAL	CD226	kegg_cams	kegg
ITGB2	ICAM1	kegg_cams	kegg
ITGAL	ICAM1	kegg_cams	kegg
ICAM1	ITGB2	kegg_cams	kegg
ICAM1	ITGAL	kegg_cams	kegg
CD28	CD80	kegg_cams	kegg
ITGAM	ICAM1	kegg_cams	kegg
ITGB1	VCAM1	kegg_cams	kegg
ITGA4	VCAM1	kegg_cams	kegg
ITGA9	VCAM1	kegg_cams	kegg
SELPLG	SELP	kegg_cams	kegg
SELPLG	SELE	kegg_cams	kegg
PECAM1	PECAM1	kegg_cams	kegg
PVR	CD226	kegg_cams	kegg
NECTIN2	CD226	kegg_cams	kegg
CDH2	CDH2	kegg_cams	kegg
NRXN3	NLGN4Y	kegg_cams	kegg
CNTN1	NRCAM	kegg_cams	kegg
NCAM1	NCAM1	kegg_cams	kegg
L1CAM	L1CAM	kegg_cams	kegg
NECTIN1	NECTIN1	kegg_cams	kegg
CDH1	CDH1	kegg_cams	kegg
CDH4	CDH4	kegg_cams	kegg
ALCAM	CD6	kegg_cams	kegg
PTPRC	CD22	kegg_cams	kegg
CD40	CD40LG	kegg_cams	kegg
CLDN24	CLDN24	kegg_cams	kegg
OCLN	OCLN	kegg_cams	kegg
F11R	F11R	kegg_cams	kegg
JAM2	JAM2	kegg_cams	kegg
JAM3	JAM2	kegg_cams	kegg
JAM2	JAM3	kegg_cams	kegg
JAM3	JAM3	kegg_cams	kegg
ESAM	ESAM	kegg_cams	kegg
CDH5	CDH5	kegg_cams	kegg
CD99	CD99	kegg_cams	kegg
JAM3	ITGB2	kegg_cams	kegg
JAM3	ITGAM	kegg_cams	kegg
SELP	SELPLG	kegg_cams	kegg
ICAM2	ITGB2	kegg_cams	kegg
ICAM2	ITGAL	kegg_cams	kegg
F11R	ITGB2	kegg_cams	kegg
F11R	ITGAL	kegg_cams	kegg
ICAM3	ITGB2	kegg_cams	kegg
ICAM3	ITGAL	kegg_cams	kegg
ICAM2	ITGAM	kegg_cams	kegg
JAM2	ITGB1	kegg_cams	kegg
JAM2	ITGA4	kegg_cams	kegg
VCAM1	ITGB7	kegg_cams	kegg
VCAM1	ITGA4	kegg_cams	kegg
MADCAM1	ITGB7	kegg_cams	kegg
MADCAM1	ITGA4	kegg_cams	kegg
SELL	MADCAM1	kegg_cams	kegg
CD34	SELL	kegg_cams	kegg
SELE	GLG1	kegg_cams	kegg
NECTIN3	NECTIN1	kegg_cams	kegg
L1CAM	NCAM1	kegg_cams	kegg
CADM1	CADM1	kegg_cams	kegg
NEGR1	NEGR1	kegg_cams	kegg
CADM3	CADM3	kegg_cams	kegg
PTPRM	PTPRM	kegg_cams	kegg
CNTN2	CNTN2	kegg_cams	kegg
CNTN2	L1CAM	kegg_cams	kegg
NFASC	CNTNAP1	kegg_cams	kegg
NFASC	CNTN1	kegg_cams	kegg
CNTN2	CNTNAP2	kegg_cams	kegg
MPZ	MPZ	kegg_cams	kegg
MAG	MAG	kegg_cams	kegg
CLDN11	CLDN11	kegg_cams	kegg
NECTIN2	NECTIN3	kegg_cams	kegg
CDH3	CDH3	kegg_cams	kegg
CDH15	CDH15	kegg_cams	kegg
CD80	CD274	kegg_cams	kegg
PVR	TIGIT	kegg_cams	kegg
NECTIN2	TIGIT	kegg_cams	kegg
CD274	CD80	kegg_cams	kegg
NECTIN3	TIGIT	kegg_cams	kegg
F11R	JAM2	kegg_cams	kegg
F11R	JAM3	kegg_cams	kegg
LRRC4C	NTNG1	kegg_cams	kegg
LRRC4	NTNG2	kegg_cams	kegg
LRRC4B	PTPRF	kegg_cams	kegg
CTSG	F2R	kegg_neuroactive	kegg
CGA	FSHR	kegg_neuroactive	kegg
CGA	LHCGR	kegg_neuroactive	kegg
CGA	TSHR	kegg_neuroactive	kegg
CSH1	GHR	kegg_neuroactive	kegg
COL1A1	ITGB1	kegg_ecm	kegg
COL1A1	ITGA1	kegg_ecm	kegg
LAMC3	ITGB1	kegg_ecm	kegg
LAMC3	ITGA1	kegg_ecm	kegg
COL1A1	ITGA2	kegg_ecm	kegg
LAMC3	ITGA2	kegg_ecm	kegg
CHAD	ITGA2	kegg_ecm	kegg
CHAD	ITGB1	kegg_ecm	kegg
LAMC3	ITGA3	kegg_ecm	kegg
RELN	ITGA3	kegg_ecm	kegg
RELN	ITGB1	kegg_ecm	kegg
COMP	ITGA3	kegg_ecm	kegg
COMP	ITGB1	kegg_ecm	kegg
COL1A1	ITGA3	kegg_ecm	kegg
FN1	ITGA3	kegg_ecm	kegg
FN1	ITGB1	kegg_ecm	kegg
FN1	ITGA4	kegg_ecm	kegg
SPP1	ITGA4	kegg_ecm	kegg
SPP1	ITGB1	kegg_ecm	kegg
FN1	ITGA5	kegg_ecm	kegg
LAMC3	ITGA6	kegg_ecm	kegg
LAMC3	ITGA7	kegg_ecm	kegg
FN1	ITGA8	kegg_ecm	kegg
VTN	ITGB1	kegg_ecm	kegg
VTN	ITGA8	kegg_ecm	kegg
TNC	ITGB1	kegg_ecm	kegg
TNC	ITGA8	kegg_ecm	kegg
TNC	ITGA9	kegg_ecm	kegg
SPP1	ITGA9	kegg_ecm	kegg
COL1A1	ITGA9	kegg_ecm	kegg
LAMC3	ITGA9	kegg_ecm	kegg
COL1A1	ITGA10	kegg_ecm	kegg
COL1A1	ITGA11	kegg_ecm	kegg
FN1	ITGAV	kegg_ecm	kegg
SPP1	ITGAV	kegg_ecm	kegg
VTN	ITGAV	kegg_ecm	kegg
FN1	ITGB7	kegg_ecm	kegg
VTN	ITGB3	kegg_ecm	kegg
FN1	ITGB3	kegg_ecm	kegg
VWF	ITGAV	kegg_ecm	kegg
VWF	ITGB3	kegg_ecm	kegg
SPP1	ITGB3	kegg_ecm	kegg
TNC	ITGAV	kegg_ecm	kegg
TNC	ITGB3	kegg_ecm	kegg
IBSP	ITGAV	kegg_ecm	kegg
IBSP	ITGB3	kegg_ecm	kegg
COMP	ITGAV	kegg_ecm	kegg
COMP	ITGB3	kegg_ecm	kegg
VTN	ITGA2B	kegg_ecm	kegg
FN1	ITGA2B	kegg_ecm	kegg
VWF	ITGA2B	kegg_ecm	kegg
COMP	ITGA2B	kegg_ecm	kegg
VTN	ITGB5	kegg_ecm	kegg
IBSP	ITGB5	kegg_ecm	kegg
SPP1	ITGB5	kegg_ecm	kegg
FN1	ITGB6	kegg_ecm	kegg
TNC	ITGB6	kegg_ecm	kegg
COL1A1	ITGAV	kegg_ecm	kegg
COL1A1	ITGB8	kegg_ecm	kegg
FN1	ITGB8	kegg_ecm	kegg
LAMC3	ITGAV	kegg_ecm	kegg
LAMC3	ITGB8	kegg_ecm	kegg
VTN	ITGB8	kegg_ecm	kegg
LAMC3	ITGB4	kegg_ecm	kegg
COL1A1	CD44	kegg_ecm	kegg
FN1	CD44	kegg_ecm	kegg
LAMC3	CD44	kegg_ecm	kegg
COL1A1	SDC1	kegg_ecm	kegg
FN1	SDC1	kegg_ecm	kegg
COMP	SDC1	kegg_ecm	kegg
TNC	SDC1	kegg_ecm	kegg
LAMC3	SV2C	kegg_ecm	kegg
COMP	CD36	kegg_ecm	kegg
VWF	GP9	kegg_ecm	kegg
VWF	GP1BB	kegg_ecm	kegg
VWF	GP1BA	kegg_ecm	kegg
VWF	GP5	kegg_ecm	kegg
COL1A1	GP6	kegg_ecm	kegg
LAMC3	DAG1	kegg_ecm	kegg
AGRN	DAG1	kegg_ecm	kegg
HSPG2	DAG1	kegg_ecm	kegg
COMP	CD47	kegg_ecm	kegg
C3	C3AR1	pharmacology	guide2pharmacology
ADM2	CALCR	pharmacology	guide2pharmacology
CALCB	CALCR	pharmacology	guide2pharmacology
IAPP	CALCR	pharmacology	guide2pharmacology
CALCA	CALCR	pharmacology	guide2pharmacology
ADM	MRGPRX2	pharmacology	guide2pharmacology
ADM	GPR182	pharmacology	guide2pharmacology
ADM	CALCR	pharmacology	guide2pharmacology
CORT	SSTR1	pharmacology	guide2pharmacology
CORT	SSTR4	pharmacology	guide2pharmacology
CORT	SSTR5	pharmacology	guide2pharmacology
CORT	SSTR3	pharmacology	guide2pharmacology
CORT	SSTR2	pharmacology	guide2pharmacology
CORT	MRGPRX2	pharmacology	guide2pharmacology
SST	SSTR1	pharmacology	guide2pharmacology
SST	SSTR4	pharmacology	guide2pharmacology
SST	SSTR5	pharmacology	guide2pharmacology
SST	SSTR3	pharmacology	guide2pharmacology
SST	SSTR2	pharmacology	guide2pharmacology
RSPO1	LGR4	pharmacology	guide2pharmacology
RSPO1	LGR6	pharmacology	guide2pharmacology
RSPO1	LGR5	pharmacology	guide2pharmacology
RSPO4	LGR4	pharmacology	guide2pharmacology
RSPO4	LGR6	pharmacology	guide2pharmacology
RSPO4	LGR5	pharmacology	guide2pharmacology
RSPO3	LGR4	pharmacology	guide2pharmacology
RSPO3	LGR6	pharmacology	guide2pharmacology
RSPO3	LGR5	pharmacology	guide2pharmacology
RSPO2	LGR4	pharmacology	guide2pharmacology
RSPO2	LGR6	pharmacology	guide2pharmacology
RSPO2	LGR5	pharmacology	guide2pharmacology
CALM1	CNGA2	pharmacology	guide2pharmacology
CALM1	PDE1C	pharmacology	guide2pharmacology
CALM1	PDE1B	pharmacology	guide2pharmacology
CALM1	KCNH1	pharmacology	guide2pharmacology
CALM1	MYLK	pharmacology	guide2pharmacology
CALM1	MYLK2	pharmacology	guide2pharmacology
CALM1	PDE1A	pharmacology	guide2pharmacology
CALM3	CNGA2	pharmacology	guide2pharmacology
CALM3	PDE1C	pharmacology	guide2pharmacology
CALM3	PDE1B	pharmacology	guide2pharmacology
CALM3	KCNH1	pharmacology	guide2pharmacology
CALM3	MYLK	pharmacology	guide2pharmacology
CALM3	MYLK2	pharmacology	guide2pharmacology
CALM3	PDE1A	pharmacology	guide2pharmacology
CALM2	CNGA2	pharmacology	guide2pharmacology
CALM2	PDE1C	pharmacology	guide2pharmacology
CALM2	PDE1B	pharmacology	guide2pharmacology
CALM2	KCNH1	pharmacology	guide2pharmacology
CALM2	MYLK	pharmacology	guide2pharmacology
CALM2	MYLK2	pharmacology	guide2pharmacology
CALM2	PDE1A	pharmacology	guide2pharmacology
INSL3	RXFP2	pharmacology	guide2pharmacology
RLN1	RXFP1	pharmacology	guide2pharmacology
RLN1	RXFP2	pharmacology	guide2pharmacology
RLN2	RXFP1	pharmacology	guide2pharmacology
RLN2	RXFP2	pharmacology	guide2pharmacology
RLN3	RXFP3	pharmacology	guide2pharmacology
RLN3	RXFP4	pharmacology	guide2pharmacology
RLN3	RXFP1	pharmacology	guide2pharmacology
RLN3	RXFP2	pharmacology	guide2pharmacology
INSL5	RXFP3	pharmacology	guide2pharmacology
INSL5	RXFP4	pharmacology	guide2pharmacology
RARRES2	CMKLR1	pharmacology	guide2pharmacology
RARRES2	GPR1	pharmacology	guide2pharmacology
QRFP	QRFPR	pharmacology	guide2pharmacology
ALOX5AP	ALOX5	pharmacology	guide2pharmacology
APLN	APLNR	pharmacology	guide2pharmacology
LHB	LHCGR	pharmacology	guide2pharmacology
TSHB	TSHR	pharmacology	guide2pharmacology
FSHB	FSHR	pharmacology	guide2pharmacology
ANXA1	FPR1	pharmacology	guide2pharmacology
ANXA1	FPR3	pharmacology	guide2pharmacology
ANXA1	FPR2	pharmacology	guide2pharmacology
HEBP1	FPR3	pharmacology	guide2pharmacology
HEBP1	FPR2	pharmacology	guide2pharmacology
CAMP	FPR2	pharmacology	guide2pharmacology
SAA1	FPR2	pharmacology	guide2pharmacology
APP	FPR2	pharmacology	guide2pharmacology
CXCL1	CXCR1	pharmacology	guide2pharmacology
YARS	CXCR1	pharmacology	guide2pharmacology
RPS19	C5AR1	pharmacology	guide2pharmacology
C5	C5AR1	pharmacology	guide2pharmacology
C5	C5AR2	pharmacology	guide2pharmacology
CCL19	CXCR3	pharmacology	guide2pharmacology
CCL19	CCRL2	pharmacology	guide2pharmacology
CCL19	ACKR4	pharmacology	guide2pharmacology
CCL21	ACKR4	pharmacology	guide2pharmacology
CCL25	ACKR4	pharmacology	guide2pharmacology
DEFB4A	CCR6	pharmacology	guide2pharmacology
DEFB4B	CCR6	pharmacology	guide2pharmacology
CCL20	CXCR3	pharmacology	guide2pharmacology
CXCL12	CXCR3	pharmacology	guide2pharmacology
CXCL11	CCR3	pharmacology	guide2pharmacology
CXCL9	CCR3	pharmacology	guide2pharmacology
CXCL10	CCR3	pharmacology	guide2pharmacology
CCL5	GPR75	pharmacology	guide2pharmacology
CCL5	CXCR3	pharmacology	guide2pharmacology
CCL8	CCR8	pharmacology	guide2pharmacology
CCL8	CCR1	pharmacology	guide2pharmacology
CCL8	CCR5	pharmacology	guide2pharmacology
CCL8	CCR2	pharmacology	guide2pharmacology
CCL13	CCR1	pharmacology	guide2pharmacology
CCL13	CCR5	pharmacology	guide2pharmacology
CCL13	CXCR3	pharmacology	guide2pharmacology
CCL7	CCR5	pharmacology	guide2pharmacology
CCL7	CCR3	pharmacology	guide2pharmacology
CCL7	CXCR3	pharmacology	guide2pharmacology
CCL11	CCR5	pharmacology	guide2pharmacology
CCL11	CCR2	pharmacology	guide2pharmacology
CCL11	CXCR3	pharmacology	guide2pharmacology
CCL24	CCR2	pharmacology	guide2pharmacology
CCL26	CCR2	pharmacology	guide2pharmacology
CCL2	CCR5	pharmacology	guide2pharmacology
CCL2	CCR3	pharmacology	guide2pharmacology
CCL16	HRH4	pharmacology	guide2pharmacology
CCL16	CCR5	pharmacology	guide2pharmacology
CCL16	CCR2	pharmacology	guide2pharmacology
CCL14	CCR5	pharmacology	guide2pharmacology
CCL4	CCR1	pharmacology	guide2pharmacology
CCL4	CCR5	pharmacology	guide2pharmacology
CCL3	CCR1	pharmacology	guide2pharmacology
CCL3	CCR5	pharmacology	guide2pharmacology
CSF3	CSF1R	pharmacology	guide2pharmacology
CSF2	CSF1R	pharmacology	guide2pharmacology
ANGPT4	TEK	pharmacology	guide2pharmacology
ANGPT1	TEK	pharmacology	guide2pharmacology
EDN2	EDNRA	pharmacology	guide2pharmacology
EDN1	EDNRA	pharmacology	guide2pharmacology
EDN3	EDNRB	pharmacology	guide2pharmacology
GALP	GALR1	pharmacology	guide2pharmacology
GALP	GALR3	pharmacology	guide2pharmacology
GALP	GALR2	pharmacology	guide2pharmacology
GAL	GALR1	pharmacology	guide2pharmacology
GAL	GALR3	pharmacology	guide2pharmacology
GAL	GALR2	pharmacology	guide2pharmacology
GAST	CCKAR	pharmacology	guide2pharmacology
GAST	CCKBR	pharmacology	guide2pharmacology
CCK	CCKAR	pharmacology	guide2pharmacology
CCK	CCKBR	pharmacology	guide2pharmacology
GCG	GCGR	pharmacology	guide2pharmacology
GCG	GLP2R	pharmacology	guide2pharmacology
GCG	GLP1R	pharmacology	guide2pharmacology
GHRL	GHSR	pharmacology	guide2pharmacology
GIP	GIPR	pharmacology	guide2pharmacology
GNRH2	GNRHR	pharmacology	guide2pharmacology
GNRH1	GNRHR	pharmacology	guide2pharmacology
HCRT	HCRTR1	pharmacology	guide2pharmacology
HCRT	HCRTR2	pharmacology	guide2pharmacology
IGF2	IGF1R	pharmacology	guide2pharmacology
IGF1	TRPV2	pharmacology	guide2pharmacology
IGF1	IGF1R	pharmacology	guide2pharmacology
INS	INSR	pharmacology	guide2pharmacology
KISS1	KISS1R	pharmacology	guide2pharmacology
KNG1	BDKRB1	pharmacology	guide2pharmacology
KNG1	BDKRB2	pharmacology	guide2pharmacology
MLN	MLNR	pharmacology	guide2pharmacology
MST1	MST1R	pharmacology	guide2pharmacology
NDP	FZD4	pharmacology	guide2pharmacology
NMB	GRPR	pharmacology	guide2pharmacology
NMB	NMBR	pharmacology	guide2pharmacology
GRP	GRPR	pharmacology	guide2pharmacology
GRP	NMBR	pharmacology	guide2pharmacology
NMU	NMUR1	pharmacology	guide2pharmacology
NMU	NMUR2	pharmacology	guide2pharmacology
NMS	NMUR1	pharmacology	guide2pharmacology
NMS	NMUR2	pharmacology	guide2pharmacology
NPPC	NPR2	pharmacology	guide2pharmacology
NPS	NPSR1	pharmacology	guide2pharmacology
NPW	NPBWR1	pharmacology	guide2pharmacology
NPW	NPBWR2	pharmacology	guide2pharmacology
NPB	NPBWR1	pharmacology	guide2pharmacology
NPB	NPBWR2	pharmacology	guide2pharmacology
