from	to	source	database
APP	ACKR3	ppi_lr	ppi_prediction
APP	F2R	ppi_lr	ppi_prediction
APP	NPY1R	ppi_lr	ppi_prediction
APP	CNTFR	ppi_lr	ppi_prediction
APP	HTR1D	ppi_lr	ppi_prediction
APP	HTR1B	ppi_lr	ppi_prediction
APP	HTR2A	ppi_lr	ppi_prediction
APP	HTR2C	ppi_lr	ppi_prediction
APP	NMBR	ppi_lr	ppi_prediction
APP	EPHA2	ppi_lr	ppi_prediction
APP	TACR3	ppi_lr	ppi_prediction
APP	BDKRB2	ppi_lr	ppi_prediction
APP	GRPR	ppi_lr	ppi_prediction
APP	AGTR1	ppi_lr	ppi_prediction
APP	OXTR	ppi_lr	ppi_prediction
APP	SSTR1	ppi_lr	ppi_prediction
APP	SSTR2	ppi_lr	ppi_prediction
APP	HTR1F	ppi_lr	ppi_prediction
APP	GNRHR	ppi_lr	ppi_prediction
APP	NTSR1	ppi_lr	ppi_prediction
APP	SSTR4	ppi_lr	ppi_prediction
APP	CCKAR	ppi_lr	ppi_prediction
APP	CCKBR	ppi_lr	ppi_prediction
APP	CCR1	ppi_lr	ppi_prediction
APP	CCR7	ppi_lr	ppi_prediction
APP	CXCR5	ppi_lr	ppi_prediction
APP	SSTR3	ppi_lr	ppi_prediction
APP	TRHR	ppi_lr	ppi_prediction
APP	SSTR5	ppi_lr	ppi_prediction
APP	HRH1	ppi_lr	ppi_prediction
APP	OPRM1	ppi_lr	ppi_prediction
APP	APLNR	ppi_lr	ppi_prediction
APP	AVPR1A	ppi_lr	ppi_prediction
APP	OPRD1	ppi_lr	ppi_prediction
APP	OPRK1	ppi_lr	ppi_prediction
APP	OPRL1	ppi_lr	ppi_prediction
APP	VIPR2	ppi_lr	ppi_prediction
APP	HTR2B	ppi_lr	ppi_prediction
APP	CCR2	ppi_lr	ppi_prediction
APP	CCR10	ppi_lr	ppi_prediction
APP	XCR1	ppi_lr	ppi_prediction
APP	NOTCH1	ppi_lr	ppi_prediction
APP	BDKRB1	ppi_lr	ppi_prediction
APP	GALR1	ppi_lr	ppi_prediction
APP	GCGR	ppi_lr	ppi_prediction
APP	HTR5A	ppi_lr	ppi_prediction
APP	AVPR1B	ppi_lr	ppi_prediction
APP	MTNR1A	ppi_lr	ppi_prediction
APP	NPBWR1	ppi_lr	ppi_prediction
APP	NPY2R	ppi_lr	ppi_prediction
APP	MTNR1B	ppi_lr	ppi_prediction
APP	CXCR3	ppi_lr	ppi_prediction
APP	AGTR2	ppi_lr	ppi_prediction
APP	NPY4R	ppi_lr	ppi_prediction
APP	CCR3	ppi_lr	ppi_prediction
APP	CCR4	ppi_lr	ppi_prediction
APP	CCR5	ppi_lr	ppi_prediction
APP	CCR6	ppi_lr	ppi_prediction
APP	CCR8	ppi_lr	ppi_prediction
APP	CCR9	ppi_lr	ppi_prediction
APP	PDE1A	ppi_lr	ppi_prediction
APP	EPHB4	ppi_lr	ppi_prediction
APP	F2RL1	ppi_lr	ppi_prediction
APP	CXCR4	ppi_lr	ppi_prediction
APP	LRP2	ppi_lr	ppi_prediction
APP	TEK	ppi_lr	ppi_prediction
APP	CRHR2	ppi_lr	ppi_prediction
APP	GRM4	ppi_lr	ppi_prediction
APP	P2RY14	ppi_lr	ppi_prediction
APP	NPY5R	ppi_lr	ppi_prediction
APP	NTRK3	ppi_lr	ppi_prediction
APP	C3AR1	ppi_lr	ppi_prediction
APP	NPSR1	ppi_lr	ppi_prediction
APP	PROKR2	ppi_lr	ppi_prediction
APP	RXFP4	ppi_lr	ppi_prediction
APP	LPAR1	ppi_lr	ppi_prediction
APP	SORL1	ppi_lr	ppi_prediction
APP	NRCAM	ppi_lr	ppi_prediction
APP	GHSR	ppi_lr	ppi_prediction
APP	TNFRSF14	ppi_lr	ppi_prediction
APP	KISS1R	ppi_lr	ppi_prediction
APP	LINGO1	ppi_lr	ppi_prediction
APP	ROBO3	ppi_lr	ppi_prediction
APP	QRFPR	ppi_lr	ppi_prediction
APP	F2RL3	ppi_lr	ppi_prediction
APP	LPAR4	ppi_lr	ppi_prediction
APP	MCHR1	ppi_lr	ppi_prediction
APP	NMUR2	ppi_lr	ppi_prediction
APP	NPFFR1	ppi_lr	ppi_prediction
APP	HRH4	ppi_lr	ppi_prediction
APP	NMUR1	ppi_lr	ppi_prediction
APP	LPAR2	ppi_lr	ppi_prediction
APP	RXFP3	ppi_lr	ppi_prediction
APP	UTS2R	ppi_lr	ppi_prediction
APP	HRH3	ppi_lr	ppi_prediction
APP	NPFFR2	ppi_lr	ppi_prediction
APP	PTGDR2	ppi_lr	ppi_prediction
IL5	CSF2RA	ppi_lr	ppi_prediction
IL5	IL3RA	ppi_lr	ppi_prediction
SERPINE1	PLAUR	ppi_lr	ppi_prediction
FGF1	TGFBR3	ppi_lr	ppi_prediction
IL6	CNTFR	ppi_lr	ppi_prediction
IL6	LIFR	ppi_lr	ppi_prediction
EDN1	TACR2	ppi_lr	ppi_prediction
EDN1	FPR2	ppi_lr	ppi_prediction
EDN1	TACR1	ppi_lr	ppi_prediction
EDN1	F2R	ppi_lr	ppi_prediction
EDN1	HTR2A	ppi_lr	ppi_prediction
EDN1	HTR2C	ppi_lr	ppi_prediction
EDN1	NMBR	ppi_lr	ppi_prediction
EDN1	TACR3	ppi_lr	ppi_prediction
EDN1	BDKRB2	ppi_lr	ppi_prediction
EDN1	GRPR	ppi_lr	ppi_prediction
EDN1	AGTR1	ppi_lr	ppi_prediction
EDN1	OXTR	ppi_lr	ppi_prediction
EDN1	GNRHR	ppi_lr	ppi_prediction
EDN1	NTSR1	ppi_lr	ppi_prediction
EDN1	CCKAR	ppi_lr	ppi_prediction
EDN1	CCKBR	ppi_lr	ppi_prediction
EDN1	TRHR	ppi_lr	ppi_prediction
EDN1	HRH1	ppi_lr	ppi_prediction
EDN1	AVPR1A	ppi_lr	ppi_prediction
EDN1	HTR2B	ppi_lr	ppi_prediction
EDN1	XCR1	ppi_lr	ppi_prediction
EDN1	BDKRB1	ppi_lr	ppi_prediction
EDN1	GCGR	ppi_lr	ppi_prediction
EDN1	AVPR1B	ppi_lr	ppi_prediction
EDN1	F2RL1	ppi_lr	ppi_prediction
EDN1	NPSR1	ppi_lr	ppi_prediction
EDN1	PROKR2	ppi_lr	ppi_prediction
EDN1	PROKR1	ppi_lr	ppi_prediction
EDN1	LPAR1	ppi_lr	ppi_prediction
EDN1	GHSR	ppi_lr	ppi_prediction
EDN1	KISS1R	ppi_lr	ppi_prediction
EDN1	QRFPR	ppi_lr	ppi_prediction
EDN1	F2RL3	ppi_lr	ppi_prediction
EDN1	LPAR4	ppi_lr	ppi_prediction
EDN1	MCHR1	ppi_lr	ppi_prediction
EDN1	NMUR2	ppi_lr	ppi_prediction
EDN1	NPFFR1	ppi_lr	ppi_prediction
EDN1	NMUR1	ppi_lr	ppi_prediction
EDN1	LPAR2	ppi_lr	ppi_prediction
EDN1	UTS2R	ppi_lr	ppi_prediction
EDN1	NPFFR2	ppi_lr	ppi_prediction
CCK	TACR2	ppi_lr	ppi_prediction
CCK	EDNRB	ppi_lr	ppi_prediction
CCK	FPR2	ppi_lr	ppi_prediction
CCK	EDNRA	ppi_lr	ppi_prediction
CCK	TACR1	ppi_lr	ppi_prediction
CCK	F2R	ppi_lr	ppi_prediction
CCK	HTR2A	ppi_lr	ppi_prediction
CCK	HTR2C	ppi_lr	ppi_prediction
CCK	NMBR	ppi_lr	ppi_prediction
CCK	TACR3	ppi_lr	ppi_prediction
CCK	BDKRB2	ppi_lr	ppi_prediction
CCK	GRPR	ppi_lr	ppi_prediction
CCK	AGTR1	ppi_lr	ppi_prediction
CCK	OXTR	ppi_lr	ppi_prediction
CCK	GNRHR	ppi_lr	ppi_prediction
CCK	NTSR1	ppi_lr	ppi_prediction
CCK	TRHR	ppi_lr	ppi_prediction
CCK	HRH1	ppi_lr	ppi_prediction
CCK	AVPR1A	ppi_lr	ppi_prediction
CCK	HTR2B	ppi_lr	ppi_prediction
CCK	XCR1	ppi_lr	ppi_prediction
CCK	BDKRB1	ppi_lr	ppi_prediction
CCK	GCGR	ppi_lr	ppi_prediction
CCK	AVPR1B	ppi_lr	ppi_prediction
CCK	F2RL1	ppi_lr	ppi_prediction
CCK	NPSR1	ppi_lr	ppi_prediction
CCK	PROKR2	ppi_lr	ppi_prediction
CCK	PROKR1	ppi_lr	ppi_prediction
CCK	LPAR1	ppi_lr	ppi_prediction
CCK	GHSR	ppi_lr	ppi_prediction
CCK	KISS1R	ppi_lr	ppi_prediction
CCK	QRFPR	ppi_lr	ppi_prediction
CCK	F2RL3	ppi_lr	ppi_prediction
CCK	LPAR4	ppi_lr	ppi_prediction
CCK	MCHR1	ppi_lr	ppi_prediction
CCK	NMUR2	ppi_lr	ppi_prediction
CCK	NPFFR1	ppi_lr	ppi_prediction
CCK	NMUR1	ppi_lr	ppi_prediction
CCK	LPAR2	ppi_lr	ppi_prediction
CCK	UTS2R	ppi_lr	ppi_prediction
CCK	NPFFR2	ppi_lr	ppi_prediction
CRH	TSHR	ppi_lr	ppi_prediction
CRH	LHCGR	ppi_lr	ppi_prediction
CRH	FSHR	ppi_lr	ppi_prediction
CRH	HRH2	ppi_lr	ppi_prediction
CRH	AVPR2	ppi_lr	ppi_prediction
CRH	CALCR	ppi_lr	ppi_prediction
CRH	VIPR1	ppi_lr	ppi_prediction
CRH	MC4R	ppi_lr	ppi_prediction
CRH	MC5R	ppi_lr	ppi_prediction
CRH	HTR7	ppi_lr	ppi_prediction
CRH	ADCYAP1R1	ppi_lr	ppi_prediction
CRH	VIPR2	ppi_lr	ppi_prediction
CRH	MC3R	ppi_lr	ppi_prediction
CRH	GLP1R	ppi_lr	ppi_prediction
CRH	GCGR	ppi_lr	ppi_prediction
CRH	SCTR	ppi_lr	ppi_prediction
CRH	GIPR	ppi_lr	ppi_prediction
CRH	PTH2R	ppi_lr	ppi_prediction
CRH	HTR6	ppi_lr	ppi_prediction
CRH	MC1R	ppi_lr	ppi_prediction
CRH	GHRHR	ppi_lr	ppi_prediction
CRH	PTH1R	ppi_lr	ppi_prediction
CRH	HTR4	ppi_lr	ppi_prediction
CRH	CALCRL	ppi_lr	ppi_prediction
CRH	NPSR1	ppi_lr	ppi_prediction
CRH	RXFP2	ppi_lr	ppi_prediction
CRH	RXFP1	ppi_lr	ppi_prediction
PROS1	MERTK	ppi_lr	ppi_prediction
GRP	TACR2	ppi_lr	ppi_prediction
GRP	EDNRB	ppi_lr	ppi_prediction
GRP	FPR2	ppi_lr	ppi_prediction
GRP	EDNRA	ppi_lr	ppi_prediction
GRP	TACR1	ppi_lr	ppi_prediction
GRP	F2R	ppi_lr	ppi_prediction
GRP	HTR2A	ppi_lr	ppi_prediction
GRP	HTR2C	ppi_lr	ppi_prediction
GRP	TACR3	ppi_lr	ppi_prediction
GRP	BDKRB2	ppi_lr	ppi_prediction
GRP	AGTR1	ppi_lr	ppi_prediction
GRP	OXTR	ppi_lr	ppi_prediction
GRP	GNRHR	ppi_lr	ppi_prediction
GRP	NTSR1	ppi_lr	ppi_prediction
GRP	CCKAR	ppi_lr	ppi_prediction
GRP	CCKBR	ppi_lr	ppi_prediction
GRP	TRHR	ppi_lr	ppi_prediction
GRP	HRH1	ppi_lr	ppi_prediction
GRP	AVPR1A	ppi_lr	ppi_prediction
GRP	HTR2B	ppi_lr	ppi_prediction
GRP	XCR1	ppi_lr	ppi_prediction
GRP	BDKRB1	ppi_lr	ppi_prediction
GRP	GCGR	ppi_lr	ppi_prediction
GRP	AVPR1B	ppi_lr	ppi_prediction
GRP	F2RL1	ppi_lr	ppi_prediction
GRP	NPSR1	ppi_lr	ppi_prediction
GRP	PROKR2	ppi_lr	ppi_prediction
GRP	PROKR1	ppi_lr	ppi_prediction
GRP	LPAR1	ppi_lr	ppi_prediction
GRP	GHSR	ppi_lr	ppi_prediction
GRP	KISS1R	ppi_lr	ppi_prediction
GRP	QRFPR	ppi_lr	ppi_prediction
GRP	F2RL3	ppi_lr	ppi_prediction
GRP	LPAR4	ppi_lr	ppi_prediction
GRP	MCHR1	ppi_lr	ppi_prediction
GRP	NMUR2	ppi_lr	ppi_prediction
GRP	NPFFR1	ppi_lr	ppi_prediction
GRP	NMUR1	ppi_lr	ppi_prediction
GRP	LPAR2	ppi_lr	ppi_prediction
GRP	UTS2R	ppi_lr	ppi_prediction
GRP	NPFFR2	ppi_lr	ppi_prediction
PSAP	SORT1	ppi_lr	ppi_prediction
LAMB1	ITGB4	ppi_lr	ppi_prediction
LAMB1	ITGA2	ppi_lr	ppi_prediction
LAMB1	ITGA3	ppi_lr	ppi_prediction
LAMB1	ITGA1	ppi_lr	ppi_prediction
LAMB1	ITGA7	ppi_lr	ppi_prediction
LAMB1	DAG1	ppi_lr	ppi_prediction
THBS1	ITGA2B	ppi_lr	ppi_prediction
THBS1	ITGA3	ppi_lr	ppi_prediction
THBS1	CALCR	ppi_lr	ppi_prediction
THBS1	LRP2	ppi_lr	ppi_prediction
INHBA	ACVRL1	ppi_lr	ppi_prediction
INHBA	ACVR1C	ppi_lr	ppi_prediction
NMB	TACR2	ppi_lr	ppi_prediction
NMB	EDNRB	ppi_lr	ppi_prediction
NMB	FPR2	ppi_lr	ppi_prediction
NMB	EDNRA	ppi_lr	ppi_prediction
NMB	TACR1	ppi_lr	ppi_prediction
NMB	F2R	ppi_lr	ppi_prediction
NMB	HTR2A	ppi_lr	ppi_prediction
NMB	HTR2C	ppi_lr	ppi_prediction
NMB	TACR3	ppi_lr	ppi_prediction
NMB	BDKRB2	ppi_lr	ppi_prediction
NMB	AGTR1	ppi_lr	ppi_prediction
NMB	OXTR	ppi_lr	ppi_prediction
NMB	GNRHR	ppi_lr	ppi_prediction
NMB	NTSR1	ppi_lr	ppi_prediction
NMB	CCKAR	ppi_lr	ppi_prediction
NMB	CCKBR	ppi_lr	ppi_prediction
NMB	TRHR	ppi_lr	ppi_prediction
NMB	HRH1	ppi_lr	ppi_prediction
NMB	AVPR1A	ppi_lr	ppi_prediction
NMB	HTR2B	ppi_lr	ppi_prediction
NMB	XCR1	ppi_lr	ppi_prediction
NMB	BDKRB1	ppi_lr	ppi_prediction
NMB	GCGR	ppi_lr	ppi_prediction
NMB	AVPR1B	ppi_lr	ppi_prediction
NMB	F2RL1	ppi_lr	ppi_prediction
NMB	NPSR1	ppi_lr	ppi_prediction
NMB	PROKR2	ppi_lr	ppi_prediction
NMB	PROKR1	ppi_lr	ppi_prediction
NMB	LPAR1	ppi_lr	ppi_prediction
NMB	GHSR	ppi_lr	ppi_prediction
NMB	KISS1R	ppi_lr	ppi_prediction
NMB	QRFPR	ppi_lr	ppi_prediction
NMB	F2RL3	ppi_lr	ppi_prediction
NMB	LPAR4	ppi_lr	ppi_prediction
NMB	MCHR1	ppi_lr	ppi_prediction
NMB	NMUR2	ppi_lr	ppi_prediction
NMB	NPFFR1	ppi_lr	ppi_prediction
NMB	NMUR1	ppi_lr	ppi_prediction
NMB	LPAR2	ppi_lr	ppi_prediction
NMB	UTS2R	ppi_lr	ppi_prediction
NMB	NPFFR2	ppi_lr	ppi_prediction
GIP	TSHR	ppi_lr	ppi_prediction
GIP	LHCGR	ppi_lr	ppi_prediction
GIP	FSHR	ppi_lr	ppi_prediction
GIP	HRH2	ppi_lr	ppi_prediction
GIP	AVPR2	ppi_lr	ppi_prediction
GIP	CALCR	ppi_lr	ppi_prediction
GIP	VIPR1	ppi_lr	ppi_prediction
GIP	MC4R	ppi_lr	ppi_prediction
GIP	MC5R	ppi_lr	ppi_prediction
GIP	HTR7	ppi_lr	ppi_prediction
GIP	CRHR1	ppi_lr	ppi_prediction
GIP	ADCYAP1R1	ppi_lr	ppi_prediction
GIP	VIPR2	ppi_lr	ppi_prediction
GIP	MC3R	ppi_lr	ppi_prediction
GIP	GLP1R	ppi_lr	ppi_prediction
GIP	GCGR	ppi_lr	ppi_prediction
GIP	SCTR	ppi_lr	ppi_prediction
GIP	PTH2R	ppi_lr	ppi_prediction
GIP	HTR6	ppi_lr	ppi_prediction
GIP	MC2R	ppi_lr	ppi_prediction
GIP	MC1R	ppi_lr	ppi_prediction
GIP	GHRHR	ppi_lr	ppi_prediction
GIP	PTH1R	ppi_lr	ppi_prediction
GIP	CRHR2	ppi_lr	ppi_prediction
GIP	HTR4	ppi_lr	ppi_prediction
GIP	CALCRL	ppi_lr	ppi_prediction
GIP	NPSR1	ppi_lr	ppi_prediction
GIP	RXFP2	ppi_lr	ppi_prediction
GIP	RXFP1	ppi_lr	ppi_prediction
SCT	TSHR	ppi_lr	ppi_prediction
SCT	LHCGR	ppi_lr	ppi_prediction
SCT	FSHR	ppi_lr	ppi_prediction
SCT	HRH2	ppi_lr	ppi_prediction
SCT	AVPR2	ppi_lr	ppi_prediction
SCT	CALCR	ppi_lr	ppi_prediction
SCT	MC4R	ppi_lr	ppi_prediction
SCT	MC5R	ppi_lr	ppi_prediction
SCT	HTR7	ppi_lr	ppi_prediction
SCT	CRHR1	ppi_lr	ppi_prediction
SCT	MC3R	ppi_lr	ppi_prediction
SCT	GLP1R	ppi_lr	ppi_prediction
SCT	GCGR	ppi_lr	ppi_prediction
SCT	GIPR	ppi_lr	ppi_prediction
SCT	PTH2R	ppi_lr	ppi_prediction
SCT	HTR6	ppi_lr	ppi_prediction
SCT	MC2R	ppi_lr	ppi_prediction
SCT	MC1R	ppi_lr	ppi_prediction
SCT	GHRHR	ppi_lr	ppi_prediction
SCT	PTH1R	ppi_lr	ppi_prediction
SCT	CRHR2	ppi_lr	ppi_prediction
SCT	HTR4	ppi_lr	ppi_prediction
SCT	CALCRL	ppi_lr	ppi_prediction
SCT	NPSR1	ppi_lr	ppi_prediction
SCT	RXFP2	ppi_lr	ppi_prediction
SCT	RXFP1	ppi_lr	ppi_prediction
NPS	TSHR	ppi_lr	ppi_prediction
NPS	TACR2	ppi_lr	ppi_prediction
NPS	LHCGR	ppi_lr	ppi_prediction
NPS	FSHR	ppi_lr	ppi_prediction
NPS	EDNRB	ppi_lr	ppi_prediction
NPS	HRH2	ppi_lr	ppi_prediction
NPS	FPR2	ppi_lr	ppi_prediction
NPS	EDNRA	ppi_lr	ppi_prediction
NPS	TACR1	ppi_lr	ppi_prediction
NPS	F2R	ppi_lr	ppi_prediction
NPS	HTR2A	ppi_lr	ppi_prediction
NPS	HTR2C	ppi_lr	ppi_prediction
NPS	NMBR	ppi_lr	ppi_prediction
NPS	TACR3	ppi_lr	ppi_prediction
NPS	BDKRB2	ppi_lr	ppi_prediction
NPS	AVPR2	ppi_lr	ppi_prediction
NPS	GRPR	ppi_lr	ppi_prediction
NPS	AGTR1	ppi_lr	ppi_prediction
NPS	OXTR	ppi_lr	ppi_prediction
NPS	GNRHR	ppi_lr	ppi_prediction
NPS	CALCR	ppi_lr	ppi_prediction
NPS	NTSR1	ppi_lr	ppi_prediction
NPS	CCKAR	ppi_lr	ppi_prediction
NPS	CCKBR	ppi_lr	ppi_prediction
NPS	VIPR1	ppi_lr	ppi_prediction
NPS	MC4R	ppi_lr	ppi_prediction
NPS	MC5R	ppi_lr	ppi_prediction
NPS	HTR7	ppi_lr	ppi_prediction
NPS	TRHR	ppi_lr	ppi_prediction
NPS	CRHR1	ppi_lr	ppi_prediction
NPS	HRH1	ppi_lr	ppi_prediction
NPS	AVPR1A	ppi_lr	ppi_prediction
NPS	ADCYAP1R1	ppi_lr	ppi_prediction
NPS	VIPR2	ppi_lr	ppi_prediction
NPS	HTR2B	ppi_lr	ppi_prediction
NPS	MC3R	ppi_lr	ppi_prediction
NPS	GLP1R	ppi_lr	ppi_prediction
NPS	XCR1	ppi_lr	ppi_prediction
NPS	BDKRB1	ppi_lr	ppi_prediction
NPS	GCGR	ppi_lr	ppi_prediction
NPS	SCTR	ppi_lr	ppi_prediction
NPS	AVPR1B	ppi_lr	ppi_prediction
NPS	GIPR	ppi_lr	ppi_prediction
NPS	PTH2R	ppi_lr	ppi_prediction
NPS	HTR6	ppi_lr	ppi_prediction
NPS	F2RL1	ppi_lr	ppi_prediction
NPS	MC2R	ppi_lr	ppi_prediction
NPS	MC1R	ppi_lr	ppi_prediction
NPS	GHRHR	ppi_lr	ppi_prediction
NPS	PTH1R	ppi_lr	ppi_prediction
NPS	CRHR2	ppi_lr	ppi_prediction
NPS	HTR4	ppi_lr	ppi_prediction
NPS	CALCRL	ppi_lr	ppi_prediction
NPS	PROKR2	ppi_lr	ppi_prediction
NPS	PROKR1	ppi_lr	ppi_prediction
NPS	RXFP2	ppi_lr	ppi_prediction
NPS	LPAR1	ppi_lr	ppi_prediction
NPS	GHSR	ppi_lr	ppi_prediction
NPS	KISS1R	ppi_lr	ppi_prediction
NPS	QRFPR	ppi_lr	ppi_prediction
NPS	F2RL3	ppi_lr	ppi_prediction
NPS	LPAR4	ppi_lr	ppi_prediction
NPS	MCHR1	ppi_lr	ppi_prediction
NPS	NMUR2	ppi_lr	ppi_prediction
NPS	NPFFR1	ppi_lr	ppi_prediction
NPS	NMUR1	ppi_lr	ppi_prediction
NPS	LPAR2	ppi_lr	ppi_prediction
NPS	RXFP1	ppi_lr	ppi_prediction
NPS	UTS2R	ppi_lr	ppi_prediction
NPS	NPFFR2	ppi_lr	ppi_prediction
SAA1	TACR2	ppi_lr	ppi_prediction
SAA1	C5AR1	ppi_lr	ppi_prediction
SAA1	EDNRB	ppi_lr	ppi_prediction
SAA1	CXCR1	ppi_lr	ppi_prediction
SAA1	CXCR2	ppi_lr	ppi_prediction
SAA1	EDNRA	ppi_lr	ppi_prediction
SAA1	TACR1	ppi_lr	ppi_prediction
SAA1	ACKR3	ppi_lr	ppi_prediction
SAA1	F2R	ppi_lr	ppi_prediction
SAA1	NPY1R	ppi_lr	ppi_prediction
SAA1	HTR1D	ppi_lr	ppi_prediction
SAA1	HTR1B	ppi_lr	ppi_prediction
SAA1	HTR2A	ppi_lr	ppi_prediction
SAA1	HTR2C	ppi_lr	ppi_prediction
SAA1	NMBR	ppi_lr	ppi_prediction
SAA1	TACR3	ppi_lr	ppi_prediction
SAA1	BDKRB2	ppi_lr	ppi_prediction
SAA1	GRPR	ppi_lr	ppi_prediction
SAA1	AGTR1	ppi_lr	ppi_prediction
SAA1	OXTR	ppi_lr	ppi_prediction
SAA1	SSTR1	ppi_lr	ppi_prediction
SAA1	SSTR2	ppi_lr	ppi_prediction
SAA1	HTR1F	ppi_lr	ppi_prediction
SAA1	GNRHR	ppi_lr	ppi_prediction
SAA1	NTSR1	ppi_lr	ppi_prediction
SAA1	SSTR4	ppi_lr	ppi_prediction
SAA1	CCKAR	ppi_lr	ppi_prediction
SAA1	CCKBR	ppi_lr	ppi_prediction
SAA1	CCR1	ppi_lr	ppi_prediction
SAA1	CCR7	ppi_lr	ppi_prediction
SAA1	CXCR5	ppi_lr	ppi_prediction
SAA1	SSTR3	ppi_lr	ppi_prediction
SAA1	TRHR	ppi_lr	ppi_prediction
SAA1	SSTR5	ppi_lr	ppi_prediction
SAA1	HRH1	ppi_lr	ppi_prediction
SAA1	OPRM1	ppi_lr	ppi_prediction
SAA1	APLNR	ppi_lr	ppi_prediction
SAA1	AVPR1A	ppi_lr	ppi_prediction
SAA1	OPRD1	ppi_lr	ppi_prediction
SAA1	OPRK1	ppi_lr	ppi_prediction
SAA1	OPRL1	ppi_lr	ppi_prediction
SAA1	HTR2B	ppi_lr	ppi_prediction
SAA1	CCR2	ppi_lr	ppi_prediction
SAA1	CCR10	ppi_lr	ppi_prediction
SAA1	XCR1	ppi_lr	ppi_prediction
SAA1	BDKRB1	ppi_lr	ppi_prediction
SAA1	GALR1	ppi_lr	ppi_prediction
SAA1	GCGR	ppi_lr	ppi_prediction
SAA1	HTR5A	ppi_lr	ppi_prediction
SAA1	AVPR1B	ppi_lr	ppi_prediction
SAA1	MTNR1A	ppi_lr	ppi_prediction
SAA1	NPBWR1	ppi_lr	ppi_prediction
SAA1	NPY2R	ppi_lr	ppi_prediction
SAA1	MTNR1B	ppi_lr	ppi_prediction
SAA1	CXCR3	ppi_lr	ppi_prediction
SAA1	AGTR2	ppi_lr	ppi_prediction
SAA1	NPY4R	ppi_lr	ppi_prediction
SAA1	CCR3	ppi_lr	ppi_prediction
SAA1	CCR4	ppi_lr	ppi_prediction
SAA1	CCR5	ppi_lr	ppi_prediction
SAA1	CCR6	ppi_lr	ppi_prediction
SAA1	CCR8	ppi_lr	ppi_prediction
SAA1	CCR9	ppi_lr	ppi_prediction
SAA1	F2RL1	ppi_lr	ppi_prediction
SAA1	CXCR4	ppi_lr	ppi_prediction
SAA1	GRM4	ppi_lr	ppi_prediction
SAA1	P2RY14	ppi_lr	ppi_prediction
SAA1	NPY5R	ppi_lr	ppi_prediction
SAA1	C3AR1	ppi_lr	ppi_prediction
SAA1	NPSR1	ppi_lr	ppi_prediction
SAA1	PROKR2	ppi_lr	ppi_prediction
SAA1	PROKR1	ppi_lr	ppi_prediction
SAA1	RXFP4	ppi_lr	ppi_prediction
SAA1	SCARB1	ppi_lr	ppi_prediction
SAA1	LPAR1	ppi_lr	ppi_prediction
SAA1	GHSR	ppi_lr	ppi_prediction
SAA1	KISS1R	ppi_lr	ppi_prediction
SAA1	QRFPR	ppi_lr	ppi_prediction
SAA1	F2RL3	ppi_lr	ppi_prediction
SAA1	LPAR4	ppi_lr	ppi_prediction
SAA1	MCHR1	ppi_lr	ppi_prediction
SAA1	NMUR2	ppi_lr	ppi_prediction
SAA1	NPFFR1	ppi_lr	ppi_prediction
SAA1	HRH4	ppi_lr	ppi_prediction
SAA1	NMUR1	ppi_lr	ppi_prediction
SAA1	LPAR2	ppi_lr	ppi_prediction
SAA1	RXFP3	ppi_lr	ppi_prediction
SAA1	UTS2R	ppi_lr	ppi_prediction
SAA1	HRH3	ppi_lr	ppi_prediction
SAA1	NPFFR2	ppi_lr	ppi_prediction
SAA1	PTGDR2	ppi_lr	ppi_prediction
PYY	FPR1	ppi_lr	ppi_prediction
PYY	C5AR1	ppi_lr	ppi_prediction
PYY	CXCR1	ppi_lr	ppi_prediction
PYY	CXCR2	ppi_lr	ppi_prediction
PYY	FPR2	ppi_lr	ppi_prediction
PYY	ACKR3	ppi_lr	ppi_prediction
PYY	HTR1D	ppi_lr	ppi_prediction
PYY	HTR1B	ppi_lr	ppi_prediction
PYY	BDKRB2	ppi_lr	ppi_prediction
PYY	SSTR1	ppi_lr	ppi_prediction
PYY	SSTR2	ppi_lr	ppi_prediction
PYY	HTR1F	ppi_lr	ppi_prediction
PYY	SSTR4	ppi_lr	ppi_prediction
PYY	CCR1	ppi_lr	ppi_prediction
PYY	CCR7	ppi_lr	ppi_prediction
PYY	CXCR5	ppi_lr	ppi_prediction
PYY	SSTR3	ppi_lr	ppi_prediction
PYY	SSTR5	ppi_lr	ppi_prediction
PYY	OPRM1	ppi_lr	ppi_prediction
PYY	APLNR	ppi_lr	ppi_prediction
PYY	OPRD1	ppi_lr	ppi_prediction
PYY	OPRK1	ppi_lr	ppi_prediction
PYY	OPRL1	ppi_lr	ppi_prediction
PYY	CCR2	ppi_lr	ppi_prediction
PYY	CCR10	ppi_lr	ppi_prediction
PYY	BDKRB1	ppi_lr	ppi_prediction
PYY	GALR1	ppi_lr	ppi_prediction
PYY	HTR5A	ppi_lr	ppi_prediction
PYY	MTNR1A	ppi_lr	ppi_prediction
PYY	NPBWR1	ppi_lr	ppi_prediction
PYY	MTNR1B	ppi_lr	ppi_prediction
PYY	CXCR3	ppi_lr	ppi_prediction
PYY	AGTR2	ppi_lr	ppi_prediction
PYY	CCR3	ppi_lr	ppi_prediction
PYY	CCR4	ppi_lr	ppi_prediction
PYY	CCR5	ppi_lr	ppi_prediction
PYY	CCR6	ppi_lr	ppi_prediction
PYY	CCR8	ppi_lr	ppi_prediction
