"from"	"to"	"source"	"database"
"Wnt6"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt6"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt6"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt7a"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt7b"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt8a"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt8b"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt9a"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD1_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD10_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD2_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD3_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD4_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD5_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD6_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD7_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD8_LRP6"	"WNT"	"cellchat"
"Wnt9b"	"FZD9_LRP6"	"WNT"	"cellchat"
"Wnt5a"	"Fzd1"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd10"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd2"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd3"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd4"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd5"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd6"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd7"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd8"	"ncWNT"	"cellchat"
"Wnt5a"	"Fzd9"	"ncWNT"	"cellchat"
"Wnt5a"	"Mcam"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd1"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd10"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd2"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd3"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd4"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd5"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd6"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd7"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd8"	"ncWNT"	"cellchat"
"Wnt5b"	"Fzd9"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd1"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd10"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd2"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd3"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd4"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd5"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd6"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd7"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd8"	"ncWNT"	"cellchat"
"Wnt11"	"Fzd9"	"ncWNT"	"cellchat"
"Egf"	"Egfr"	"EGF"	"cellchat"
"Egf"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Tgfa"	"Egfr"	"EGF"	"cellchat"
"Tgfa"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Areg"	"Egfr"	"EGF"	"cellchat"
"Areg"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Btc"	"Egfr"	"EGF"	"cellchat"
"Btc"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Btc"	"Erbb4"	"EGF"	"cellchat"
"Btc"	"ERBB2_ERBB4"	"EGF"	"cellchat"
"Hbegf"	"Egfr"	"EGF"	"cellchat"
"Hbegf"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Hbegf"	"Erbb4"	"EGF"	"cellchat"
"Hbegf"	"ERBB2_ERBB4"	"EGF"	"cellchat"
"Ereg"	"Egfr"	"EGF"	"cellchat"
"Ereg"	"EGFR_ERBB2"	"EGF"	"cellchat"
"Ereg"	"Erbb4"	"EGF"	"cellchat"
"Ereg"	"ERBB2_ERBB4"	"EGF"	"cellchat"
"Nrg1"	"Erbb3"	"NRG"	"cellchat"
"Nrg1"	"ERBB2_ERBB3"	"NRG"	"cellchat"
"Nrg1"	"Erbb4"	"NRG"	"cellchat"
"Nrg1"	"ERBB2_ERBB4"	"NRG"	"cellchat"
"Nrg2"	"Erbb3"	"NRG"	"cellchat"
"Nrg2"	"ERBB2_ERBB3"	"NRG"	"cellchat"
"Nrg2"	"Erbb4"	"NRG"	"cellchat"
"Nrg2"	"ERBB2_ERBB4"	"NRG"	"cellchat"
"Nrg3"	"Erbb4"	"NRG"	"cellchat"
"Nrg3"	"ERBB2_ERBB4"	"NRG"	"cellchat"
"Nrg4"	"Erbb4"	"NRG"	"cellchat"
"Nrg4"	"ERBB2_ERBB4"	"NRG"	"cellchat"
"Nrg1"	"ITGAV_ITGB3"	"NRG"	"cellchat"
"Fgf1"	"Fgfr1"	"FGF"	"cellchat"
"Fgf1"	"Fgfr2"	"FGF"	"cellchat"
"Fgf1"	"Fgfr3"	"FGF"	"cellchat"
"Fgf1"	"Fgfr4"	"FGF"	"cellchat"
"Fgf2"	"Fgfr1"	"FGF"	"cellchat"
"Fgf2"	"Fgfr2"	"FGF"	"cellchat"
"Fgf2"	"Fgfr3"	"FGF"	"cellchat"
"Fgf2"	"Fgfr4"	"FGF"	"cellchat"
"Fgf4"	"Fgfr1"	"FGF"	"cellchat"
"Fgf4"	"Fgfr2"	"FGF"	"cellchat"
"Fgf4"	"Fgfr3"	"FGF"	"cellchat"
"Fgf4"	"Fgfr4"	"FGF"	"cellchat"
"Fgf5"	"Fgfr1"	"FGF"	"cellchat"
"Fgf5"	"Fgfr2"	"FGF"	"cellchat"
"Fgf5"	"Fgfr3"	"FGF"	"cellchat"
"Fgf5"	"Fgfr4"	"FGF"	"cellchat"
"Fgf6"	"Fgfr1"	"FGF"	"cellchat"
"Fgf6"	"Fgfr2"	"FGF"	"cellchat"
"Fgf6"	"Fgfr3"	"FGF"	"cellchat"
"Fgf6"	"Fgfr4"	"FGF"	"cellchat"
"Fgf7"	"Fgfr1"	"FGF"	"cellchat"
"Fgf7"	"Fgfr2"	"FGF"	"cellchat"
"Fgf3"	"Fgfr1"	"FGF"	"cellchat"
"Fgf3"	"Fgfr2"	"FGF"	"cellchat"
"Fgf10"	"Fgfr1"	"FGF"	"cellchat"
"Fgf10"	"Fgfr2"	"FGF"	"cellchat"
"Fgf22"	"Fgfr2"	"FGF"	"cellchat"
"Fgf8"	"Fgfr1"	"FGF"	"cellchat"
"Fgf8"	"Fgfr2"	"FGF"	"cellchat"
"Fgf8"	"Fgfr3"	"FGF"	"cellchat"
"Fgf8"	"Fgfr4"	"FGF"	"cellchat"
"Fgf17"	"Fgfr1"	"FGF"	"cellchat"
"Fgf17"	"Fgfr2"	"FGF"	"cellchat"
"Fgf17"	"Fgfr3"	"FGF"	"cellchat"
"Fgf17"	"Fgfr4"	"FGF"	"cellchat"
"Fgf18"	"Fgfr1"	"FGF"	"cellchat"
"Fgf18"	"Fgfr2"	"FGF"	"cellchat"
"Fgf18"	"Fgfr3"	"FGF"	"cellchat"
"Fgf18"	"Fgfr4"	"FGF"	"cellchat"
"Fgf9"	"Fgfr1"	"FGF"	"cellchat"
"Fgf9"	"Fgfr2"	"FGF"	"cellchat"
"Fgf9"	"Fgfr3"	"FGF"	"cellchat"
"Fgf9"	"Fgfr4"	"FGF"	"cellchat"
"Fgf20"	"Fgfr1"	"FGF"	"cellchat"
"Fgf20"	"Fgfr2"	"FGF"	"cellchat"
"Fgf20"	"Fgfr3"	"FGF"	"cellchat"
"Fgf20"	"Fgfr4"	"FGF"	"cellchat"
"Fgf16"	"Fgfr1"	"FGF"	"cellchat"
"Fgf16"	"Fgfr2"	"FGF"	"cellchat"
"Fgf16"	"Fgfr3"	"FGF"	"cellchat"
"Fgf16"	"Fgfr4"	"FGF"	"cellchat"
"Fgf15"	"Fgfr1"	"FGF"	"cellchat"
"Fgf15"	"Fgfr2"	"FGF"	"cellchat"
"Fgf15"	"Fgfr3"	"FGF"	"cellchat"
"Fgf15"	"Fgfr4"	"FGF"	"cellchat"
"Fgf21"	"Fgfr1"	"FGF"	"cellchat"
"Fgf21"	"Fgfr3"	"FGF"	"cellchat"
"Fgf23"	"Fgfr1"	"FGF"	"cellchat"
"Fgf23"	"Fgfr3"	"FGF"	"cellchat"
"Fgf23"	"Fgfr4"	"FGF"	"cellchat"
"Pdgfa"	"Pdgfra"	"PDGF"	"cellchat"
"Pdgfa"	"Pdgfrb"	"PDGF"	"cellchat"
"Pdgfb"	"Pdgfra"	"PDGF"	"cellchat"
"Pdgfb"	"Pdgfrb"	"PDGF"	"cellchat"
"Pdgfc"	"Pdgfra"	"PDGF"	"cellchat"
"Pdgfd"	"Pdgfrb"	"PDGF"	"cellchat"
"Vegfa"	"Flt1"	"VEGF"	"cellchat"
"Vegfa"	"Kdr"	"VEGF"	"cellchat"
"Vegfb"	"Flt1"	"VEGF"	"cellchat"
"Vegfc"	"Flt4"	"VEGF"	"cellchat"
"Vegfc"	"Kdr"	"VEGF"	"cellchat"
"Vegfd"	"Flt4"	"VEGF"	"cellchat"
"Vegfd"	"Kdr"	"VEGF"	"cellchat"
"Pgf"	"Flt1"	"VEGF"	"cellchat"
"Vegfa"	"FLT1_KDR"	"VEGF"	"cellchat"
"Vegfc"	"FLT4_KDR"	"VEGF"	"cellchat"
"Vegfd"	"FLT4_KDR"	"VEGF"	"cellchat"
"Igf1"	"Igf1r"	"IGF"	"cellchat"
"Igf2"	"Igf1r"	"IGF"	"cellchat"
"Igf2"	"Igf2r"	"IGF"	"cellchat"
"Igf1"	"ITGAV_ITGB3"	"IGF"	"cellchat"
"Igf1"	"ITGA6_ITGB4"	"IGF"	"cellchat"
"Igf2"	"ITGAV_ITGB3"	"IGF"	"cellchat"
"Igf2"	"ITGA6_ITGB4"	"IGF"	"cellchat"
"Igfl3"	"Igflr1"	"IGF"	"cellchat"
"Ins1"	"Insr"	"INSULIN"	"cellchat"
"Ins2"	"Insr"	"INSULIN"	"cellchat"
"Apln"	"Aplnr"	"APELIN"	"cellchat"
"Dhh"	"PTCH1_SMO"	"HH"	"cellchat"
"Ihh"	"PTCH1_SMO"	"HH"	"cellchat"
"Shh"	"PTCH1_SMO"	"HH"	"cellchat"
"Dhh"	"PTCH2_SMO"	"HH"	"cellchat"
"Ihh"	"PTCH2_SMO"	"HH"	"cellchat"
"Shh"	"PTCH2_SMO"	"HH"	"cellchat"
"Ccl5"	"Ccr1"	"CCL"	"cellchat"
"Ccl3"	"Ccr1"	"CCL"	"cellchat"
"Ccl8"	"Ccr1"	"CCL"	"cellchat"
"Ccl9"	"Ccr1"	"CCL"	"cellchat"
"Ccl6"	"Ccr1"	"CCL"	"cellchat"
"Ccl7"	"Ccr1"	"CCL"	"cellchat"
"Ccl5"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl3"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl8"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl9"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl6"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl7"	"Ccr1l1"	"CCL"	"cellchat"
"Ccl8"	"Ccr2"	"CCL"	"cellchat"
"Ccl6"	"Ccr2"	"CCL"	"cellchat"
"Ccl7"	"Ccr2"	"CCL"	"cellchat"
"Ccl2"	"Ccr2"	"CCL"	"cellchat"
"Ccl12"	"Ccr2"	"CCL"	"cellchat"
"Ccl27a"	"Ccr2"	"CCL"	"cellchat"
"Ccl27b"	"Ccr2"	"CCL"	"cellchat"
"Ccl5"	"Ccr3"	"CCL"	"cellchat"
"Ccl6"	"Ccr3"	"CCL"	"cellchat"
"Ccl7"	"Ccr3"	"CCL"	"cellchat"
"Ccl11"	"Ccr3"	"CCL"	"cellchat"
"Ccl24"	"Ccr3"	"CCL"	"cellchat"
"Ccl26"	"Ccr3"	"CCL"	"cellchat"
"Ccl28"	"Ccr3"	"CCL"	"cellchat"
"Ccl27a"	"Ccr3"	"CCL"	"cellchat"
"Ccl27b"	"Ccr3"	"CCL"	"cellchat"
"Ccl17"	"Ccr4"	"CCL"	"cellchat"
"Ccl22"	"Ccr4"	"CCL"	"cellchat"
"Ccl5"	"Ccr4"	"CCL"	"cellchat"
"Ccl4"	"Ccr5"	"CCL"	"cellchat"
"Ccl5"	"Ccr5"	"CCL"	"cellchat"
"Ccl3"	"Ccr5"	"CCL"	"cellchat"
"Ccl8"	"Ccr5"	"CCL"	"cellchat"
"Ccl20"	"Ccr6"	"CCL"	"cellchat"
"Ccl19"	"Ccr7"	"CCL"	"cellchat"
"Ccl21a"	"Ccr7"	"CCL"	"cellchat"
"Ccl21b"	"Ccr7"	"CCL"	"cellchat"
"Ccl21c"	"Ccr7"	"CCL"	"cellchat"
"Ccl19"	"Ackr4"	"CCL"	"cellchat"
"Ccl21a"	"Ackr4"	"CCL"	"cellchat"
"Ccl21b"	"Ackr4"	"CCL"	"cellchat"
"Ccl21c"	"Ackr4"	"CCL"	"cellchat"
"Ccl1"	"Ccr8"	"CCL"	"cellchat"
"Ccl25"	"Ccr9"	"CCL"	"cellchat"
"Ccl25"	"Ackr4"	"CCL"	"cellchat"
"Ccl28"	"Ccr10"	"CCL"	"cellchat"
"Ccl27a"	"Ccr10"	"CCL"	"cellchat"
"Ccl27b"	"Ccr10"	"CCL"	"cellchat"
"Ccl1"	"Ackr4"	"CCL"	"cellchat"
"Ccl8"	"Ackr4"	"CCL"	"cellchat"
"Ccl1"	"Ackr1"	"CCL"	"cellchat"
"Ccl2"	"Ackr1"	"CCL"	"cellchat"
"Ccl2"	"Ackr2"	"CCL"	"cellchat"
"Ccl3"	"Ackr2"	"CCL"	"cellchat"
"Ccl4"	"Ackr2"	"CCL"	"cellchat"
"Ccl5"	"Ackr1"	"CCL"	"cellchat"
"Ccl5"	"Ackr2"	"CCL"	"cellchat"
"Ccl7"	"Ackr1"	"CCL"	"cellchat"
"Ccl8"	"Ackr1"	"CCL"	"cellchat"
"Ccl11"	"Ackr1"	"CCL"	"cellchat"
"Ccl11"	"Ackr2"	"CCL"	"cellchat"
"Ccl22"	"Ackr2"	"CCL"	"cellchat"
"Ccl24"	"Ackr2"	"CCL"	"cellchat"
"Ccl26"	"Ackr2"	"CCL"	"cellchat"
"Ccl17"	"Ackr1"	"CCL"	"cellchat"
"Ccl17"	"Ackr2"	"CCL"	"cellchat"
"Cxcl1"	"Cxcr1"	"CXCL"	"cellchat"
"Cxcl5"	"Cxcr1"	"CXCL"	"cellchat"
"Cxcl2"	"Cxcr1"	"CXCL"	"cellchat"
"Cxcl3"	"Cxcr1"	"CXCL"	"cellchat"
"Cxcl1"	"Cxcr2"	"CXCL"	"cellchat"
"Cxcl5"	"Cxcr2"	"CXCL"	"cellchat"
"Cxcl2"	"Cxcr2"	"CXCL"	"cellchat"
"Cxcl3"	"Cxcr2"	"CXCL"	"cellchat"
"Ppbp"	"Cxcr2"	"CXCL"	"cellchat"
"Pf4"	"Cxcr3"	"CXCL"	"cellchat"
"Cxcl9"	"Cxcr3"	"CXCL"	"cellchat"
"Cxcl10"	"Cxcr3"	"CXCL"	"cellchat"
"Cxcl11"	"Cxcr3"	"CXCL"	"cellchat"
"Cxcl13"	"Cxcr3"	"CXCL"	"cellchat"
"Pf4"	"Cxcr3"	"CXCL"	"cellchat"
"Cxcl12"	"Cxcr4"	"CXCL"	"cellchat"
"Cxcl12"	"Ackr3"	"CXCL"	"cellchat"
"Cxcl13"	"Cxcr5"	"CXCL"	"cellchat"
"Cxcl16"	"Cxcr6"	"CXCL"	"cellchat"
"Cxcl1"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl2"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl3"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl5"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl9"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl10"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl11"	"Ackr1"	"CXCL"	"cellchat"
"Cxcl11"	"Ackr3"	"CXCL"	"cellchat"
"Cxcl13"	"Ackr1"	"CXCL"	"cellchat"
"Mif"	"CD74_CXCR4"	"MIF"	"cellchat"
"Mif"	"CD74_CD44"	"MIF"	"cellchat"
"Mif"	"CD74_CXCR2"	"MIF"	"cellchat"
"Mif"	"Ackr3"	"MIF"	"cellchat"
"Cx3cl1"	"Cx3cr1"	"CX3C"	"cellchat"
"Xcl1"	"Xcr1"	"XCR"	"cellchat"
"Il2"	"IL2RA_IL2RB"	"IL2"	"cellchat"
"Il2"	"IL2RB_IL2RG"	"IL2"	"cellchat"
"Il4"	"IL4R_IL2RG"	"IL2"	"cellchat"
"Il7"	"IL7R_IL2RG"	"IL2"	"cellchat"
"Il9"	"IL9R_IL2RG"	"IL2"	"cellchat"
"Il15"	"IL15RA_IL2RB"	"IL2"	"cellchat"
"Il21"	"IL21R_IL2RG"	"IL2"	"cellchat"
"Tslp"	"IL7R_CRLF2"	"IL2"	"cellchat"
"Il3"	"IL3RA_CSF2RB"	"IL4"	"cellchat"
"Il5"	"IL5RA_CSF2RB"	"IL4"	"cellchat"
"Csf2"	"CSF2RA_CSF2RB"	"IL4"	"cellchat"
"Il4"	"Il4ra"	"IL4"	"cellchat"
"Il4"	"IL4R_IL13RA1"	"IL4"	"cellchat"
"Il4"	"IL4R_IL13RA2"	"IL4"	"cellchat"
"Il13"	"IL4R_IL13RA1"	"IL4"	"cellchat"
"Il13"	"IL4R_IL13RA2"	"IL4"	"cellchat"
"Il13"	"Il13ra1"	"IL4"	"cellchat"
"Il13"	"Il13ra2"	"IL4"	"cellchat"
"Il6"	"IL6R_IL6ST"	"IL6"	"cellchat"
"Il11"	"IL11R complex 1"	"IL6"	"cellchat"
"Il11"	"IL11R complex 2"	"IL6"	"cellchat"
"IL12AB"	"IL12RB1_IL12RB2"	"IL12"	"cellchat"
"IL23 complex"	"IL23R_IL12RB1"	"IL12"	"cellchat"
"IL27 complex"	"IL27RA_IL6ST"	"IL12"	"cellchat"
"Il31"	"IL31RA_OSMR"	"IL6"	"cellchat"
"Cntf"	"CNTFR_LIFR"	"LIFR"	"cellchat"
"Clcf1"	"CNTFR_LIFR"	"LIFR"	"cellchat"
"Ctf1"	"LIFR_IL6ST"	"LIFR"	"cellchat"
"Lif"	"LIFR_IL6ST"	"LIFR"	"cellchat"
"Osm"	"LIFR_IL6ST"	"OSM"	"cellchat"
"Osm"	"OSMR_IL6ST"	"OSM"	"cellchat"
"Il10"	"IL10RA_IL10RB"	"IL10"	"cellchat"
"Il19"	"IL20RA_IL20RB"	"IL10"	"cellchat"
"Il20"	"IL20RA_IL20RB"	"IL10"	"cellchat"
"Il24"	"IL20RA_IL20RB"	"IL10"	"cellchat"
"Il20"	"IL22RA1_IL20RB"	"IL10"	"cellchat"
"Il24"	"IL22RA1_IL20RB"	"IL10"	"cellchat"
"Il22"	"IL22RA1_IL10RB"	"IL10"	"cellchat"
"Il1a"	"IL1R1_IL1RAP"	"IL1"	"cellchat"
"Il1b"	"IL1R1_IL1RAP"	"IL1"	"cellchat"
"Il1f5"	"IL1RL2_IL1RAP"	"IL1"	"cellchat"
"Il1f6"	"IL1RL2_IL1RAP"	"IL1"	"cellchat"
"Il1f8"	"IL1RL2_IL1RAP"	"IL1"	"cellchat"
"Il1f9"	"IL1RL2_IL1RAP"	"IL1"	"cellchat"
"Il1f10"	"IL1RL2_IL1RAP"	"IL1"	"cellchat"
"Il18"	"IL18R1_IL18RAP"	"IL1"	"cellchat"
"Il33"	"IL1RL1_IL1RAP"	"IL1"	"cellchat"
"Il17a"	"IL17RA_IL17RC"	"IL17"	"cellchat"
"Il17f"	"IL17RA_IL17RC"	"IL17"	"cellchat"
"IL17AF"	"IL17RA_IL17RC"	"IL17"	"cellchat"
"Il17b"	"Il17rb"	"IL17"	"cellchat"
"Il17c"	"IL17RA_IL17RE"	"IL17"	"cellchat"
"Il25"	"IL17RA_IL17RB"	"IL17"	"cellchat"
"Il34"	"Csf1r"	"CSF"	"cellchat"
"Csf1"	"Csf1r"	"CSF"	"cellchat"
"Il16"	"Cd4"	"IL16"	"cellchat"
"Epo"	"Epor"	"EPO"	"cellchat"
"Gh"	"Ghr"	"GH"	"cellchat"
"Prl"	"Prlr"	"PRL"	"cellchat"
"Thpo"	"Mpl"	"THPO"	"cellchat"
"Csf3"	"Csf3r"	"CSF3"	"cellchat"
"Ifna"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifnb1"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifnk"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifne"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna11"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna1"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna2"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna4"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna5"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna6"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna7"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna9"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifnab"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna12"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna13"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna14"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifna15"	"IFNAR1_IFNAR2"	"IFN-I"	"cellchat"
"Ifng"	"IFNGR1_IFNGR2"	"IFN-II"	"cellchat"
"Ifnl2"	"IFNLR1_IL10RB"	"IFN-lII"	"cellchat"
"Ifnl3"	"IFNLR1_IL10RB"	"IFN-lII"	"cellchat"
"Tnf"	"Tnfrsf1a"	"TNF"	"cellchat"
"Tnf"	"Tnfrsf1b"	"TNF"	"cellchat"
"Lta"	"Tnfrsf1a"	"LT"	"cellchat"
"Lta"	"Tnfrsf1b"	"LT"	"cellchat"
"Lta"	"Tnfrsf14"	"LT"	"cellchat"
"LTa1b2"	"Ltbr"	"LT"	"cellchat"
"Tnfsf14"	"Ltbr"	"LIGHT"	"cellchat"
"Tnfsf14"	"Tnfrsf14"	"LIGHT"	"cellchat"
"Fasl"	"Fas"	"FASLG"	"cellchat"
"Tnfsf15"	"Tnfrsf25"	"VEGI"	"cellchat"
"Tnfsf10"	"Tnfrsf10b"	"TRAIL"	"cellchat"
"Eda"	"Edar"	"EDA"	"cellchat"
"Eda"	"Eda2r"	"EDA"	"cellchat"
"Ngf"	"Ngfr"	"NGF"	"cellchat"
"Klk1b4"	"Ngfr"	"NGF"	"cellchat"
"Tnfsf11"	"Tnfrsf11a"	"RANKL"	"cellchat"
"Tnfsf11"	"Tnfrsf11b"	"RANKL"	"cellchat"
"Tnfsf12"	"Tnfrsf12a"	"TWEAK"	"cellchat"
"Cd70"	"Cd27"	"CD70"	"cellchat"
"Tnfsf8"	"Tnfrsf8"	"CD30"	"cellchat"
"Tnfsf9"	"Tnfrsf9"	"CD137"	"cellchat"
"Tnfsf4"	"Tnfrsf4"	"OX40"	"cellchat"
"Tnfsf18"	"Tnfrsf18"	"GITRL"	"cellchat"
"Tnfsf13"	"Tnfrsf17"	"APRIL"	"cellchat"
"Tnfsf13"	"Tnfrsf13b"	"APRIL"	"cellchat"
"Tnfsf13b"	"Tnfrsf17"	"BAFF"	"cellchat"
"Tnfsf13b"	"Tnfrsf13b"	"BAFF"	"cellchat"
"Tnfsf13b"	"Tnfrsf13c"	"BAFF"	"cellchat"
"Cd40lg"	"ITGA2B_ITGB3"	"CD40"	"cellchat"
"Cd40lg"	"ITGA5_ITGB1"	"CD40"	"cellchat"
"Cd40lg"	"ITGAM_ITGB2"	"CD40"	"cellchat"
"Spp1"	"Cd44"	"SPP1"	"cellchat"
"Spp1"	"ITGAV_ITGB3"	"SPP1"	"cellchat"
"Spp1"	"ITGAV_ITGB1"	"SPP1"	"cellchat"
"Spp1"	"ITGAV_ITGB5"	"SPP1"	"cellchat"
"Spp1"	"ITGAV_ITGB6"	"SPP1"	"cellchat"
"Spp1"	"ITGA4_ITGB1"	"SPP1"	"cellchat"
